NO3_4mM_1	NO3_4mM_2	NO3_12mM_1	NO3_12mM_2
HaLaN_25006	0	0	3.917317	2.853613
HaLaN_25011	0	0	8.277941	11.154297
HaLaN_25014	351.165131	228.805069	239.089996	217.324829
HaLaN_25015	5962.310059	6084.849609	2468.241211	2078.677979
HaLaN_25016	4769.504883	4330.55957	1813.893555	1510.673096
HaLaN_25035	0	0	5.902807	8.922949
HaLaN_25041	0	0	3.751554	33.580639
HaLaN_25044	0	0	240.334259	246.347961
HaLaN_25054	0	0	49.395351	34.90044
HaLaN_25058	0	0	4.208991	4.913268
HaLaN_25066	1378.485718	1612.344238	134.296921	112.940498
HaLaN_25067	0	0	10.920732	8.508292
HaLaN_25068	0	0	6.237401	6.52645
HaLaN_25070	0	0	9.072078	6.436515
HaLaN_25071	0	0	16.10697	12.41668
HaLaN_25072	0	0	12.94626	8.321362
HaLaN_25073	0	0	16.255348	7.937301
HaLaN_25074	0	0	37.354794	31.624578
HaLaN_25085	0	0	4.580071	3.913713
HaLaN_25087	0	0	17.941643	14.211472
HaLaN_25091	0	0	17.136147	29.525007
HaLaN_25094	0	0	10.580512	7.265376
HaLaN_25106	255.525162	164.408188	189.924423	140.575333
HaLaN_25107	128.56308	352.825226	192.05809	141.214737
HaLaN_25121	0	0	21.52346	17.625561
HaLaN_25122	0	0	13.713607	30.354998
HaLaN_25125	0	0	2.919842	2.242842
HaLaN_25127	0	0	12.293252	8.311343
HaLaN_25130	1036.603149	1283.251831	0	0
HaLaN_25134	81.338898	54.074776	49.941303	62.921249
HaLaN_25143	0	0	49.539207	31.26494
HaLaN_25147	0	0	1.213015	4.187249
HaLaN_25150	0	0	7.837281	14.964263
HaLaN_25151	118.830521	173.268234	147.287827	188.286011
HaLaN_25153	517.847046	726.799316	513.933105	529.466675
HaLaN_25156	0	0	463.186737	599.229065
HaLaN_25164	0	0	22.732727	16.71637
HaLaN_25165	0	0	17.935812	16.209541
HaLaN_25166	41.766022	39.254612	24.114752	28.418579
HaLaN_25169	0	0	19.392162	11.898996
HaLaN_25174	0	0	46.462265	72.495087
HaLaN_25175	0	0	248.193497	195.91806
HaLaN_25176	0	0	21.1257	22.766975
HaLaN_25187	165.393585	117.666985	147.501938	141.75473
HaLaN_25188	606.455872	620.454102	613.986389	731.363892
HaLaN_25189	376.39389	337.36731	259.384674	195.158264
HaLaN_25190	1841.206177	1326.955444	1710.361328	1488.154785
HaLaN_25193	0	0	26.338295	24.25131
HaLaN_25201	0	0	90.363152	74.910156
HaLaN_25205	0	0	4.430783	8.18079
HaLaN_25206	566.708557	408.436462	535.533386	453.872406
HaLaN_25207	0	0	77.105087	77.530418
HaLaN_25219	249.524658	279.695923	177.795746	148.328003
HaLaN_25226	0	0	93.088799	93.039932
HaLaN_25233	0	0	36.808445	40.140926
HaLaN_25234	37.454636	25.177702	28.346722	51.085163
HaLaN_25237	0	0	0.828796	1.759363
HaLaN_25241	0	0	2.107228	1.099886
HaLaN_25243	0	0	29.480337	28.528238
HaLaN_25263	0	0	17.821974	20.452763
HaLaN_25269	153.533783	168.695038	97.844971	102.339447
HaLaN_25271	379.936066	526.062378	97.208557	70.400337
HaLaN_25272	392.821381	295.319702	82.028442	53.63393
HaLaN_25273	182.679092	293.770416	69.34877	32.229179
HaLaN_25279	214.022537	119.147285	0	0
HaLaN_25294	52.871166	26.248621	29.556805	33.641983
HaLaN_25297	0	0	8.895879	13.945923
HaLaN_25299	0	0	7.476537	7.21416
HaLaN_25300	0	0	63.213871	56.995975
HaLaN_25318	4099.503418	4057.406006	11186.108398	12399.990234
HaLaN_25319	62.724564	54.751945	21.520636	25.822727
HaLaN_25321	0	0	4.294729	14.177881
HaLaN_25328	0	0	50.420696	51.552471
HaLaN_25332	0	0	7.042576	6.160605
HaLaN_25335	0	0	152.10936	84.820572
HaLaN_25346	0	0	1.940149	2.722158
HaLaN_25351	106.7313	102.138329	193.079147	169.174454
HaLaN_25353	0	0	3.554103	8.069971
HaLaN_25362	0	0	4.886893	5.869907
HaLaN_25365	0	0	4.784591	22.23192
HaLaN_25371	0	0	2.435784	2.269164
HaLaN_25375	446.841156	387.738739	408.570831	331.440033
HaLaN_25384	0	0	128.971848	124.420929
HaLaN_25395	705.003418	820.710388	652.349365	552.091125
HaLaN_25400	0	0	142.893616	158.897736
HaLaN_25401	272.190552	271.493652	197.871216	194.650452
HaLaN_25410	0	0	12.990344	7.876619
HaLaN_25415	0	0	23.34337	18.315321
HaLaN_25434	0	0	15.224449	9.447825
HaLaN_25442	0	0	4.196436	3.142742
HaLaN_25454	0	0	9.622957	8.976467
HaLaN_25461	0	0	0.852803	0.874898
HaLaN_25462	0	0	8.81927	10.053699
HaLaN_25466	0	0	26.536528	35.165947
HaLaN_25469	0	0	7.343069	4.447613
HaLaN_25472	0	0	1.891699	4.709766
HaLaN_25476	0	0	23.78606	36.610653
HaLaN_25480	117.931564	147.376892	20.020828	22.922436
HaLaN_25481	59.943199	71.464905	10.659275	12.653573
HaLaN_25486	427.73587	552.139709	359.954346	275.648651
HaLaN_25490	0	0	11.904109	20.184883
HaLaN_25491	0	0	16.233204	22.594027
HaLaN_25494	0	0	54.373993	42.643421
HaLaN_25496	0	0	10.83104	16.933105
HaLaN_25497	0	0	14.420213	12.528428
HaLaN_25498	854.233276	518.472778	383.659851	309.792419
HaLaN_25499	731.433716	702.610291	439.049683	365.168732
HaLaN_25500	913.391602	728.937378	479.279633	456.355286
HaLaN_25502	0	0	44.532776	45.530319
HaLaN_25503	30.374603	68.419395	0	0
HaLaN_25513	0	0	12.984037	13.324237
HaLaN_25526	0	0	29.070169	22.704489
HaLaN_25528	0	0	10.202512	7.228195
HaLaN_25532	0	0	39.013695	35.709846
HaLaN_25533	0	0	73.016014	69.048393
HaLaN_25534	828.204712	715.858276	7.727293	7.499645
HaLaN_25540	0	0	22.921623	13.942545
HaLaN_25543	0	0	472.873352	328.112305
HaLaN_25544	250.875839	140.726944	141.250092	106.716721
HaLaN_25545	0	0	48.063904	26.561369
HaLaN_25546	0	0	27.021791	37.281532
HaLaN_25557	0	0	6.872778	9.900909
HaLaN_25558	363.607178	456.186127	445.933502	351.466187
HaLaN_25559	421.328217	676.395264	825.518982	1138.036499
HaLaN_25560	0	0	17.379074	9.635254
HaLaN_25562	0	0	7.766902	5.8466
HaLaN_25563	78.800667	46.884846	73.639931	60.485523
HaLaN_25566	144.321854	127.042992	87.126617	59.037533
HaLaN_25571	349.898407	179.793854	164.539246	184.063354
HaLaN_25572	0	0	4.735915	4.136746
HaLaN_25581	70.724663	224.995041	185.090759	139.721268
HaLaN_25587	0	0	18.807379	12.153228
HaLaN_25598	137.267746	319.260803	69.739044	70.775932
HaLaN_25602	0	0	10.425371	4.499955
HaLaN_25603	0	0	13.076401	15.28176
HaLaN_25607	0	0	76.807472	71.225021
HaLaN_25610	0	0	48.183929	46.597351
HaLaN_25611	224.958145	180.932312	141.317947	125.99218
HaLaN_25612	0	0	8.770288	7.894625
HaLaN_25613	0	0	2.993025	9.581608
HaLaN_25616	0	0	2.532802	4.353993
HaLaN_25621	0	0	7.747481	14.050622
HaLaN_25622	0	0	8.026714	10.74652
HaLaN_25623	0	0	6.536685	5.298435
HaLaN_25638	0	0	14.974479	21.009172
HaLaN_25640	0	0	35.575775	25.874935
HaLaN_25641	0	0	13.101865	12.272698
HaLaN_25643	0	0	3.201603	6.550763
HaLaN_25658	2381.123047	2819.790527	2241.409912	2205.69458
HaLaN_25659	0	0	25.575203	17.085398
HaLaN_25664	0	0	6.099379	14.42969
HaLaN_25666	0	0	71.019943	85.641983
HaLaN_25670	0	0	0.636289	0.46002
HaLaN_25671	0	0	8.687809	18.343048
HaLaN_25673	0	0	16.467348	21.803083
HaLaN_25674	135.71138	299.404022	180.961533	142.069046
HaLaN_25677	0	0	14.898826	24.735071
HaLaN_25683	42.370911	13.234426	14.091203	19.69257
HaLaN_25688	0	0	5.760354	8.181893
HaLaN_25691	191.222488	367.947968	104.441551	133.322891
HaLaN_25693	0	0	14.960146	30.830183
HaLaN_25694	0	0	4.306181	8.383635
HaLaN_25702	0	0	269.413788	238.644272
HaLaN_25704	0	0	17.074183	15.60673
HaLaN_25705	0	0	485.925385	408.423279
HaLaN_25706	0	0	218.387512	211.978439
HaLaN_25707	0	0	3.251895	3.073268
HaLaN_25710	121.56028	111.050034	13.792973	34.341972
HaLaN_25712	0	0	26.485136	60.191509
HaLaN_25713	0	0	41.101398	52.500793
HaLaN_25714	188.850449	56.205555	70.528374	43.852612
HaLaN_25728	0	0	12.859524	24.982697
HaLaN_25729	0	0	3.284863	8.951072
HaLaN_25736	0	0	4.101453	6.609739
HaLaN_25738	0	0	18.737694	33.459656
HaLaN_25739	0	0	13.629003	7.96932
HaLaN_25745	0	0	5.56977	7.143413
HaLaN_25749	0	0	7.722221	16.138176
HaLaN_25752	0	0	11.026211	23.678831
HaLaN_25753	0	0	6.794314	5.031054
HaLaN_25755	0	0	7.165204	1.254319
HaLaN_25757	15.424964	18.281191	18.788736	11.770452
HaLaN_25760	0	0	9.855565	11.266448
HaLaN_25762	0	0	5.198367	10.252283
HaLaN_25766	0	0	28.964678	58.954762
HaLaN_25767	0	0	33.868797	29.621862
HaLaN_25781	0	0	6.747532	6.241619
HaLaN_25784	0	0	7.96628	16.010815
HaLaN_25794	0	0	22.306505	16.435308
HaLaN_25795	151.377243	203.619308	233.734589	248.86058
HaLaN_25796	9.446513	21.196894	27.071127	32.318245
HaLaN_25797	0	0	48.017052	67.167107
HaLaN_25804	0	0	13.971632	10.156605
HaLaN_25807	0	0	31.558878	26.813089
HaLaN_25810	224.881439	98.452911	228.416656	249.632584
HaLaN_25811	84.077827	126.002014	82.641373	83.515488
HaLaN_25812	0	0	10.414399	9.676142
HaLaN_25818	0	0	17.581816	10.968179
HaLaN_25839	0	0	7.846004	7.457592
HaLaN_25843	0	0	15.133336	22.832052
HaLaN_25848	658.978149	336.101624	132.348679	138.265961
HaLaN_25849	0	0	74.623169	67.751022
HaLaN_25850	0	0	32.473698	30.408424
HaLaN_25856	40.627289	55.335236	47.191334	46.675888
HaLaN_25859	0	0	15.078206	12.993643
HaLaN_25860	62.430134	95.93058	217.899597	252.450638
HaLaN_25865	0	0	5.079027	8.27349
HaLaN_25869	0	0	31.345875	34.372849
HaLaN_25870	0	0	7.458086	21.173927
HaLaN_25871	0	0	28.798798	26.678034
HaLaN_25879	0	0	5.376492	1.859655
HaLaN_25880	0	0	146.115372	154.359192
HaLaN_25898	1103.352783	979.103149	431.19339	297.956512
HaLaN_25900	0	0	2.171146	2.364159
HaLaN_25902	158.994919	143.934769	110.244362	148.223999
HaLaN_25904	205.993637	246.754654	183.490204	181.796555
HaLaN_25905	297.816376	297.848358	226.964417	198.581894
HaLaN_25906	52.91589	30.145084	172.453018	190.30043
HaLaN_25917	0	0	9.90834	7.437831
HaLaN_25919	0	0	26.317045	19.055931
HaLaN_25920	0	0	3.245937	5.723668
HaLaN_25921	0	0	113.82859	82.803085
HaLaN_25932	95.969711	151.145279	105.058929	100.991196
HaLaN_25936	0	0	59.757122	61.525017
HaLaN_25940	0	0	6.959069	17.149767
HaLaN_25944	0	0	2.773417	1.336486
HaLaN_25951	0	0	1.331891	15.432817
HaLaN_25972	3542.100098	3221.884277	2935.021484	3181.258057
HaLaN_25981	121.818283	86.457375	46.949085	65.670937
HaLaN_25989	0	0	97.482506	77.295975
HaLaN_25990	0	0	73.577202	65.563103
HaLaN_25991	0	0	36.429195	51.146503
HaLaN_25992	113.51165	197.785172	235.881149	269.899292
HaLaN_25994	0	0	5.362154	4.691452
HaLaN_25998	0	0	16.818335	20.976522
HaLaN_25999	661.367065	666.871765	60.599403	64.553154
HaLaN_26001	0	0	67.076424	68.969604
HaLaN_26003	0	0	2.551831	5.431686
HaLaN_26004	0	0	10.940421	17.53993
HaLaN_26013	0	0	7.918778	6.203316
HaLaN_26025	0	0	18.581985	43.620068
HaLaN_26039	0	0	16.593121	19.660374
HaLaN_26040	0	0	13.105133	13.34589
HaLaN_26043	0	0	20.075216	28.113464
HaLaN_26045	0	0	36.718697	32.45575
HaLaN_26047	0	0	2.605493	3.50654
HaLaN_26048	125.15377	96.20694	82.462563	57.701759
HaLaN_26052	0	0	88.899734	100.097443
HaLaN_26057	0	0	4.888616	7.341341
HaLaN_26065	3199.960938	4117.268066	6817.003418	7669.285645
HaLaN_26068	0	0	24.427179	18.33502
HaLaN_26072	0	0	143.120911	137.408844
HaLaN_26073	0	0	6.905117	6.535362
HaLaN_26076	39.00098	64.967751	47.646225	56.766582
HaLaN_26077	167.24855	101.825752	160.206284	104.85598
HaLaN_26080	0	0	6.571672	4.249578
HaLaN_26081	0	0	29.455378	18.167603
HaLaN_26082	0	0	7.626813	7.460581
HaLaN_26083	0	0	21.601585	23.442532
HaLaN_26086	0	0	24.96801	25.814985
HaLaN_26087	226.281998	97.371941	76.405579	73.280571
HaLaN_26099	0	0	30.997538	48.117435
HaLaN_26100	0	0	101.41983	127.810364
HaLaN_26106	91.350075	102.912178	136.727402	103.585152
HaLaN_26107	0	0	20.72962	14.455238
HaLaN_26109	146.230743	158.589157	148.088593	139.37738
HaLaN_26114	0	0	5.63892	12.792951
HaLaN_26118	0	0	8.257506	11.013763
HaLaN_26119	0	0	0.818788	2.382669
HaLaN_26121	25.506657	30.198532	45.05122	38.722359
HaLaN_26123	0	0	19.951424	28.212313
HaLaN_26126	301.966309	113.066048	76.110023	56.124393
HaLaN_26127	0	0	3.272738	3.067533
HaLaN_26130	0	0	2.295185	1.781027
HaLaN_26137	0	0	3.55532	8.535547
HaLaN_26142	0	0	5.708745	8.136066
HaLaN_26147	0	0	1.737563	1.963968
HaLaN_26149	190.661194	258.213806	171.503571	131.411346
HaLaN_26151	0	0	67.864548	80.471191
HaLaN_26153	0	0	1.52256	2.543988
HaLaN_26157	0	0	8.041698	8.98101
HaLaN_26163	36.025471	22.150431	29.97187	35.273315
HaLaN_26166	0	0	7.148862	2.784907
HaLaN_26169	0	0	4.749221	9.564569
HaLaN_26170	0	0	50.282799	42.278011
HaLaN_26171	0	0	20.463228	52.624023
HaLaN_26173	0	0	7.588871	3.252565
HaLaN_26178	0	0	13.7042	30.422338
HaLaN_26180	0	0	12.459914	19.963646
HaLaN_26183	0	0	8.432968	24.067747
HaLaN_26186	0	0	60.474152	50.261482
HaLaN_26187	0	0	5.596115	4.932012
HaLaN_26189	0	0	7.152094	8.064566
HaLaN_26191	0	0	3.29406	2.742706
HaLaN_26210	0	0	4.374178	6.14413
HaLaN_26213	0	0	6.287802	16.75382
HaLaN_26216	0	0	17.894087	17.897116
HaLaN_26222	17.129145	63.134892	14.450718	16.859562
HaLaN_26232	0	0	74.896149	61.182117
HaLaN_26233	18.873993	22.243065	58.033463	77.927139
HaLaN_26237	410.674255	369.192291	160.393524	128.459259
HaLaN_26244	0	0	12.131061	18.046686
HaLaN_26246	0	0	8.386964	12.667381
HaLaN_26254	0	0	5.802621	8.784961
HaLaN_26255	0	0	17.772022	29.079584
HaLaN_26265	0	0	6.950249	8.009745
HaLaN_26268	0	0	4.717264	6.244335
HaLaN_26269	44.825783	28.434372	9.348772	2.808016
HaLaN_26275	0	0	13.916748	18.380293
HaLaN_26280	0	0	7.412366	5.115275
HaLaN_26282	0	0	21.576036	35.699112
HaLaN_26290	0	0	4.246496	4.5954
HaLaN_26292	0	0	12.162934	14.164258
HaLaN_26293	0	0	29.896933	39.320755
HaLaN_26298	0	0	4.964869	9.329817
HaLaN_26301	320.478638	352.166016	121.253883	127.083115
HaLaN_26303	0	0	6.23689	9.702264
HaLaN_26304	0	0	4.252512	9.101592
HaLaN_26311	0	0	6.985565	7.066686
HaLaN_26317	0	0	4.014477	5.21955
HaLaN_26332	0	0	25.744455	24.808718
HaLaN_26333	0	0	6.527091	8.263001
HaLaN_26340	0	0	6.337388	1.720342
HaLaN_26341	0	0	8.168406	10.684302
HaLaN_26349	0	0	40.209034	30.991646
HaLaN_26350	0	0	4.424515	7.174708
HaLaN_26357	0	0	4.597299	4.609903
HaLaN_26360	459.692596	318.434692	155.198944	168.625656
HaLaN_26364	0	0	250.66423	185.861343
HaLaN_26365	0	0	117.592499	123.080475
HaLaN_26367	0	0	21.447435	32.096546
HaLaN_26372	0	0	15.521477	12.004696
HaLaN_26373	0	0	79.81575	100.223846
HaLaN_26377	316.244598	204.700745	223.876404	320.086609
HaLaN_26385	0	0	53.193882	39.252537
HaLaN_26388	0	0	14.910002	11.837929
HaLaN_26397	0	0	4.739249	14.786201
HaLaN_26398	0	0	0.956332	3.084545
HaLaN_26400	435.085144	444.141876	237.327377	187.947205
HaLaN_26402	0	0	83.103561	82.426956
HaLaN_26410	294.332581	242.429504	62.226437	77.646935
HaLaN_26411	0	0	1.885681	3.624808
HaLaN_26412	393.000916	428.716461	422.927856	361.65625
HaLaN_26413	0	0	3.299169	13.552999
HaLaN_26414	0	0	1.936531	5.835007
HaLaN_26419	92.087097	105.635414	77.289398	131.161285
HaLaN_26425	0	0	9.511262	26.847582
HaLaN_26426	312.403503	285.827759	158.88266	165.999313
HaLaN_26442	379.058624	436.904083	161.220581	139.004379
HaLaN_26449	0	0	10.065449	18.504808
HaLaN_26463	0	0	8.148381	11.353112
HaLaN_26466	0	0	5.628147	4.024006
HaLaN_26468	1974.546875	2013.049805	71.938522	44.328987
HaLaN_26473	0	0	44.608803	49.140366
HaLaN_26474	0	0	40.533127	17.503553
HaLaN_26475	0	0	42.634029	61.240799
HaLaN_26490	0	0	17.373501	18.672922
HaLaN_26492	0	0	10.262448	14.474555
HaLaN_26496	0	0	3.969911	9.041243
HaLaN_26504	174.526154	172.058228	4.409473	4.885125
HaLaN_26507	0	0	85.992058	76.018135
HaLaN_26517	0	0	36.74807	44.188137
HaLaN_26518	0	0	4.855583	1.723516
HaLaN_26522	88.214867	82.409714	339.603333	310.347778
HaLaN_26526	0	0	9.477158	11.385438
HaLaN_26527	282.361023	257.579315	252.324158	246.935394
HaLaN_26538	1398.441895	1173.13208	725.994202	562.684875
HaLaN_26540	0	0	49.13723	32.474251
HaLaN_26544	0	0	14.578235	18.442724
HaLaN_26547	0	0	11.414692	14.628409
HaLaN_26555	0	0	4.352838	10.006256
HaLaN_26556	0	0	5.519754	8.500045
HaLaN_26564	0	0	46.752018	42.453522
HaLaN_26565	0	0	39.431351	27.347185
HaLaN_26570	35.225834	12.019877	46.342316	67.010353
HaLaN_26574	0	0	8.366738	3.216292
HaLaN_26576	3.439063	0.691587	12.370848	30.80617
HaLaN_26592	45.207184	124.841774	62.629211	67.6726
HaLaN_26598	0	0	19.778955	12.746507
HaLaN_26599	0	0	14.921926	17.918276
HaLaN_26600	0	0	7.292203	8.321119
HaLaN_26604	0	0	215.651138	226.585526
HaLaN_26606	451.108215	602.242676	218.568481	222.854401
HaLaN_26611	5022.212402	4656.264648	4491.966797	4802.053711
HaLaN_26619	0	0	9.315495	11.672432
HaLaN_26625	44.418007	22.779137	14.392804	17.342842
HaLaN_26640	0	0	10.695312	15.375458
HaLaN_26648	77.10894	223.81192	126.489899	159.869354
HaLaN_26656	76.623589	159.230698	111.560532	110.434212
HaLaN_26657	0	0	177.708405	127.416443
HaLaN_26659	1003.891174	1060.889771	758.531433	676.484863
HaLaN_26661	0	0	7.015491	5.788744
HaLaN_26662	0	0	47.11129	28.726151
HaLaN_26663	0	0	10.712015	10.028172
HaLaN_26676	0	0	61.41663	45.57798
HaLaN_26683	98.818848	114.356598	58.914097	40.552849
HaLaN_26684	161.340637	194.132156	191.425385	135.312698
HaLaN_26689	0	0	28.830654	30.393812
HaLaN_26693	68.128235	139.939468	50.867298	37.173225
HaLaN_26700	1676.135742	1697.568726	724.199036	655.576721
HaLaN_26701	0	0	41.571774	32.250164
HaLaN_26702	0	0	132.104675	123.663055
HaLaN_26728	0	0	4.889859	11.010047
HaLaN_26730	0	0	26.788176	20.115086
HaLaN_26732	0	0	23.866171	14.975917
HaLaN_26733	0	0	17.152603	15.844295
HaLaN_26734	57.567307	54.459213	25.889101	31.137653
HaLaN_26740	3680.335938	3687.967285	3231.538818	3394.591064
HaLaN_26742	0	0	2.265595	3.712725
HaLaN_26749	0	0	604.819763	448.869781
HaLaN_26751	0	0	14.879249	20.684753
HaLaN_26757	0	0	42.662529	41.905811
HaLaN_26762	0	0	208.621033	225.832611
HaLaN_26763	0	0	447.333069	286.914185
HaLaN_26772	1407.000244	396.342651	177.135788	105.305458
HaLaN_26774	0	0	1.920783	5.612598
HaLaN_26778	52.645115	38.409618	22.563381	24.417568
HaLaN_26781	0	0	11.479621	21.17314
HaLaN_26783	0	0	8.860528	8.206732
HaLaN_26784	37.70871	96.360657	0	0
HaLaN_26785	52.538242	58.916553	20.402987	24.46607
HaLaN_26790	0	0	1.630976	1.72139
HaLaN_26793	0	0	43.798256	32.691521
HaLaN_26794	0	0	24.08799	17.509638
HaLaN_26798	0	0	33.799618	22.907696
HaLaN_26805	0	0	15.539688	17.110153
HaLaN_26807	0	0	27.022038	36.866074
HaLaN_26809	0	0	64.905182	55.491196
HaLaN_26810	0	0	63.478081	55.985493
HaLaN_26817	0	0	16.446226	23.389549
HaLaN_26819	23.413792	47.037411	26.86031	29.091473
HaLaN_26821	0	0	11.041599	23.575487
HaLaN_26827	254.987793	112.235115	177.566635	113.984627
HaLaN_26831	0	0	26.898138	6.116848
HaLaN_26834	0	0	11.278062	13.068149
HaLaN_26835	0	0	19.52947	16.941732
HaLaN_26838	0	0	33.909271	34.428638
HaLaN_26843	0	0	7.004547	6.726895
HaLaN_26850	100.411797	70.011871	6.274293	7.976737
HaLaN_26854	0	0	1.702101	6.012269
HaLaN_26859	0	0	16.125912	16.329851
HaLaN_26864	0	0	3.349036	9.509562
HaLaN_26866	0	0	8.62902	20.381842
HaLaN_26870	0	0	28.301746	36.318192
HaLaN_26871	690.650757	1035.084839	850.167358	1241.586792
HaLaN_26873	0	0	135.563248	106.537094
HaLaN_26874	0	0	66.854843	72.690681
HaLaN_26875	0	0	111.227173	53.034676
HaLaN_26877	0	0	7.674896	15.801078
HaLaN_26882	0	0	13.641851	16.550697
HaLaN_26891	0	0	10.17233	22.405993
HaLaN_26896	0	0	102.626877	80.053421
HaLaN_26906	1056.752686	935.354431	887.690369	861.456238
HaLaN_26909	0	0	53.486691	94.859489
HaLaN_26910	0	0	64.618523	86.904541
HaLaN_26914	0	0	64.254601	57.753109
HaLaN_26920	0	0	2.773926	3.626601
HaLaN_26921	56.083557	43.026497	30.682947	47.996315
HaLaN_26924	91.591232	93.789505	11.080106	10.971367
HaLaN_26926	0	0	2.818895	0.404034
HaLaN_26934	0	0	58.152012	84.864868
HaLaN_26935	0	0	29.275286	23.930691
HaLaN_26943	382.750092	287.769897	366.140076	385.974945
HaLaN_26945	0	0	14.397721	29.886189
HaLaN_26951	93.799187	150.547684	112.309349	124.301537
HaLaN_26955	0	0	30.719706	45.217117
HaLaN_26957	2.774969	47.220001	16.165318	11.035795
HaLaN_26965	0	0	1.280796	2.700491
HaLaN_26976	72.576668	22.855007	44.023228	43.065228
HaLaN_26979	235.683212	194.820282	130.450333	115.63398
HaLaN_26988	0	0	5.337147	4.617954
HaLaN_26989	0	0	15.376872	19.080471
HaLaN_26994	36.77916	13.091777	505.536987	310.119385
HaLaN_27008	0	0	10.710964	7.375427
HaLaN_27009	0	0	19.857851	17.381283
HaLaN_27011	0	0	5.284624	19.076458
HaLaN_27016	0	0	27.72934	42.421082
HaLaN_27023	0	0	64.657349	54.33202
HaLaN_27024	0	0	7.745262	6.216597
HaLaN_27027	0	0	4.973733	8.244573
HaLaN_27031	0	0	2.202706	4.690178
HaLaN_27032	871.094238	978.646484	331.995361	295.230225
HaLaN_27033	244.498245	327.495544	77.998474	70.820824
HaLaN_27036	626.915649	661.531433	686.880249	625.505188
HaLaN_27045	0	0	8.296857	12.008729
HaLaN_27046	0	0	61.362377	29.793034
HaLaN_27048	0	0	22.083199	16.348915
HaLaN_27052	873.518616	978.887756	1750.518311	2003.642822
HaLaN_27055	117.584267	55.00156	25.632751	24.674887
HaLaN_27057	0	0	6.754121	12.265466
HaLaN_27065	0	0	27.514713	27.513353
HaLaN_27074	0	0	29.87792	10.782913
HaLaN_27078	0	0	35.062977	30.820902
HaLaN_27080	0	0	3.265498	0.948995
HaLaN_27084	0	0	72.105583	70.744492
HaLaN_27087	75.540108	71.86219	47.992294	44.560165
HaLaN_27093	0	0	12.274055	18.111134
HaLaN_27094	0	0	8.269311	8.049149
HaLaN_27104	0	0	9.936682	14.737156
HaLaN_27113	0	0	68.526642	52.037304
HaLaN_27117	0	0	6.256672	7.408829
HaLaN_27119	0	0	8.658221	8.620039
HaLaN_27120	0	0	2.107974	3.621774
HaLaN_27121	0	0	1.530679	3.310797
HaLaN_27135	0	0	60.065197	65.603432
HaLaN_27143	0	0	14.766251	17.138672
HaLaN_27148	0	0	5.561633	5.449163
HaLaN_27154	135.223236	85.696983	86.122215	79.653221
HaLaN_27169	86.20163	127.775581	45.465134	44.592804
HaLaN_27171	0	0	14.660679	12.355841
HaLaN_27172	101.936989	140.772522	136.664398	119.516373
HaLaN_27177	0	0	12.998583	17.29143
HaLaN_27179	0	0	34.964375	33.279533
HaLaN_27180	0	0	30.782825	17.993263
HaLaN_27187	0	0	10.683895	10.025129
HaLaN_27205	0	0	2.816049	2.550853
HaLaN_27218	0	0	3.224494	4.202795
HaLaN_27225	669.108765	341.467865	394.535156	426.360992
HaLaN_27226	0	0	183.662704	136.94519
HaLaN_27231	0	0	20.966166	18.07185
HaLaN_27240	0	0	96.215599	77.751801
HaLaN_27246	127.073883	173.48291	73.902802	118.122643
HaLaN_27248	0	0	54.018398	48.237213
HaLaN_27249	6175.337402	5347.826172	5120.424316	3253.638672
HaLaN_27253	0	0	16.045994	14.957486
HaLaN_27256	0	0	20.985607	20.698662
HaLaN_27258	0	0	10.784408	10.045671
HaLaN_27261	176.721451	153.895584	173.911453	142.111221
HaLaN_27264	0	0	11.976767	6.682139
HaLaN_27274	0	0	18.92477	28.03957
HaLaN_27275	0	0	12.989408	18.20676
HaLaN_27277	463.836914	628.427124	300.234222	285.009369
HaLaN_27283	0	0	109.936562	152.925476
HaLaN_27284	0	0	99.760384	101.512817
HaLaN_27296	0	0	13.69219	22.404167
HaLaN_27302	0	0	14.244159	7.780655
HaLaN_27306	0	0	23.542292	9.119558
HaLaN_27309	0	0	2.138496	2.700342
HaLaN_27313	0	0	28.392138	19.376049
HaLaN_27314	11.470361	15.457502	31.213573	20.109526
HaLaN_27320	0	0	27.329491	17.086691
HaLaN_27323	0	0	42.584846	48.474888
HaLaN_27325	59.99604	106.408173	88.575935	80.280396
HaLaN_27326	262.789978	75.529716	126.384758	92.707489
HaLaN_27328	107.785568	163.155075	88.465073	75.589119
HaLaN_27329	0	0	8.421305	9.61521
HaLaN_27331	0	0	143.745758	82.02095
HaLaN_27338	64.5354	116.500061	104.727837	103.506058
HaLaN_27343	0	0	35.519566	35.813263
HaLaN_27346	0	0	8.181938	16.744116
HaLaN_27351	0	0	15.166959	28.878389
