NO3_4mM_1	NO3_4mM_2	NO3_12mM_1	NO3_12mM_2
HaLaN_13991	0	0	7.907413	12.017331
HaLaN_13997	119.633469	204.643478	0	0
HaLaN_13998	84.41011	133.473892	0	0
HaLaN_14000	0	0	199.360001	123.009918
HaLaN_14011	0	0	66.923088	35.428616
HaLaN_14012	0	0	126.837479	113.164886
HaLaN_14013	0	0	93.18663	49.110027
HaLaN_14014	0	0	49.877621	47.058277
HaLaN_14016	0	0	5.714727	5.779187
HaLaN_14020	0	0	1.836481	6.100315
HaLaN_14026	174.477432	156.439606	54.77153	59.785988
HaLaN_14030	0	0	34.131435	34.785458
HaLaN_14031	0	0	7.917627	8.999638
HaLaN_14037	0	0	3.365875	2.206838
HaLaN_14038	0	0	7.388649	2.851171
HaLaN_14049	0	0	13.144973	12.373867
HaLaN_14050	0	0	6.613118	11.066296
HaLaN_14054	273.778412	172.959198	382.413391	294.696686
HaLaN_14062	0	0	6.606149	13.972399
HaLaN_14077	1213.848022	1290.594238	821.505615	659.074768
HaLaN_14079	290.775696	347.476807	166.307251	111.204567
HaLaN_14080	323.199188	223.340454	200.866653	200.295609
HaLaN_14082	424.187531	359.706268	381.339722	320.620911
HaLaN_14083	392.370789	465.699982	119.356499	130.019653
HaLaN_14088	0	0	14.48424	16.771276
HaLaN_14095	0	0	15.742988	16.526756
HaLaN_14101	56.189228	54.7052	79.228645	97.190918
HaLaN_14104	0	0	9.701387	17.327208
HaLaN_14107	0	0	13.95595	18.597233
HaLaN_14109	0	0	43.962776	59.141476
HaLaN_14123	0	0	30.517729	14.637603
HaLaN_14135	26.324667	40.619949	70.427307	70.248795
HaLaN_14136	0	0	36.383945	51.173695
HaLaN_14138	122.836853	107.455536	94.165321	96.135742
HaLaN_14146	0	0	8.706189	15.066365
HaLaN_14163	0	0	19.491255	11.318363
HaLaN_14168	0	0	10.914671	9.45009
HaLaN_14169	0	0	20.148062	24.58045
HaLaN_14170	0	0	56.998627	42.956852
HaLaN_14183	19.305456	84.834045	42.911572	44.815899
HaLaN_14191	0	0	7.834234	6.291578
HaLaN_14197	0	0	6.115953	5.102934
HaLaN_14199	0	0	6.090187	5.631535
HaLaN_14203	404.82132	356.586182	321.723694	171.440735
HaLaN_14204	0	0	8.836574	21.783749
HaLaN_14206	0	0	32.144897	21.209597
HaLaN_14208	75.55735	108.555016	60.448215	49.58559
HaLaN_14210	0	0	9.040859	6.898777
HaLaN_14213	0	0	78.325363	78.851929
HaLaN_14219	0	0	17.179268	12.279012
HaLaN_14221	0	0	15.397767	16.461674
HaLaN_14222	239.777679	78.658127	109.115311	58.047775
HaLaN_14223	145.601318	119.536674	108.008987	87.055878
HaLaN_14224	996.846191	828.439209	736.729919	823.127258
HaLaN_14225	0	0	10.436957	25.708721
HaLaN_14226	45.121437	88.757774	54.470757	48.140358
HaLaN_14227	1543.567993	1411.382568	1737.942993	1711.912598
HaLaN_14236	62.270519	116.152405	77.491264	73.757072
HaLaN_14241	0	0	71.773857	43.945362
HaLaN_14247	47.933762	52.179188	23.654818	20.736057
HaLaN_14253	0	0	5.275301	6.883614
HaLaN_14260	0	0	3.205679	0.939207
HaLaN_14272	0	0	16.681236	8.733279
HaLaN_14273	0	0	18.139334	23.09259
HaLaN_14295	895.080078	864.774597	926.509277	1287.591309
HaLaN_14297	0	0	1172.729126	799.188049
HaLaN_14298	417.302734	417.345673	609.757996	678.049988
HaLaN_14304	0	0	29.016769	24.952942
HaLaN_14306	0	0	9.564116	6.635175
HaLaN_14310	0	0	7.592731	15.765966
HaLaN_14324	1128.73877	1085.42981	1131.427979	1563.299072
HaLaN_14330	304.953552	278.250488	219.804077	329.258636
HaLaN_14332	0	0	109.475555	79.782646
HaLaN_14334	0	0	6.321997	7.254288
HaLaN_14336	0	0	3.298559	9.026546
HaLaN_14341	33.944042	82.045883	107.142761	113.004089
HaLaN_14342	0	0	15.924578	10.268105
HaLaN_14347	0	0	0.997393	0.551371
HaLaN_14352	0	0	17.444391	16.048512
HaLaN_14357	0	0	6.098243	10.041263
HaLaN_14359	0	0	21.475021	20.930431
HaLaN_14360	0	0	20.265411	27.988384
HaLaN_14365	90.687492	47.189957	63.610313	104.387535
HaLaN_14373	29.110647	50.388042	16.962904	19.413412
HaLaN_14375	72.106018	33.686096	14.690944	13.059327
HaLaN_14376	0	0	5.910591	9.106144
HaLaN_14379	297.212036	103.5429	73.757111	44.22834
HaLaN_14390	0	0	16.573906	15.129768
HaLaN_14397	0	0	45.440464	38.815109
HaLaN_14399	0	0	47.42458	35.992725
HaLaN_14401	0	0	20.457138	10.83286
HaLaN_14402	0	0	16.930792	11.545631
HaLaN_14410	16.674391	48.636333	37.720722	36.60112
HaLaN_14411	0	0	22.375011	26.158104
HaLaN_14414	0	0	33.561874	34.772022
HaLaN_14421	0	0	58.966972	47.999905
HaLaN_14424	0	0	16.798313	19.040407
HaLaN_14426	3501.462646	3428.209229	64.582703	39.117275
HaLaN_14435	256.72525	223.614471	60.722652	31.866446
HaLaN_14438	0	0	3.099369	4.361354
HaLaN_14441	0	0	55.084515	73.964096
HaLaN_14442	0	0	76.910309	79.054123
HaLaN_14445	0	0	61.437675	28.073517
HaLaN_14452	353.624481	374.897675	242.168579	204.290634
HaLaN_14459	0	0	4.893925	13.486876
HaLaN_14461	0	0	20.505892	40.30051
HaLaN_14464	0	0	146.364594	126.715553
HaLaN_14469	89.630356	54.55827	0	0
HaLaN_14475	0	0	3.261314	2.581545
HaLaN_14477	0	0	21.201109	22.264536
HaLaN_14478	14.542752	55.541851	10.880136	15.443027
HaLaN_14481	232.891479	187.233368	245.93544	191.347015
HaLaN_14484	0	0	3.380528	8.096392
HaLaN_14488	1885.576416	1882.627441	31.134415	21.309641
HaLaN_14490	0	0	20.987495	31.21035
HaLaN_14492	0	0	11.722673	10.901981
HaLaN_14493	119.395294	174.483353	60.645382	69.734222
HaLaN_14495	0	0	34.387291	13.271784
HaLaN_14501	0	0	2.448664	4.707422
HaLaN_14502	0	0	19.402777	7.981484
HaLaN_14503	0	0	2.675505	3.399935
HaLaN_14505	0	0	13.912303	30.368578
HaLaN_14507	0	0	2.974252	7.25458
HaLaN_14508	0	0	4.174975	5.686899
HaLaN_14512	222.328598	609.278564	213.553055	214.811264
HaLaN_14514	0	0	9.453516	25.406136
HaLaN_14516	37.783241	27.67506	2.839897	5.164875
HaLaN_14518	141.402298	85.997292	60.098854	79.490089
HaLaN_14527	0	0	20.545557	20.417929
HaLaN_14530	152.001099	158.672882	89.97113	81.343681
HaLaN_14531	0	0	0.799767	2.178671
HaLaN_14541	520.440979	455.664734	468.740784	475.295197
HaLaN_14542	0	0	21.358372	28.852526
HaLaN_14544	179.939026	268.300018	67.087944	104.717491
HaLaN_14545	0	0	7.021167	4.959461
HaLaN_14549	39.643391	21.370037	20.849123	29.759871
HaLaN_14551	0	0	82.637466	92.298264
HaLaN_14553	0	0	8.528645	16.769886
HaLaN_14558	1229.066772	1457.378296	4527.301758	7035.495605
HaLaN_14572	0	0	12.691369	9.111377
HaLaN_14574	0	0	46.565754	66.64418
HaLaN_14581	0	0	26.02746	7.44893
HaLaN_14592	0	0	17.575024	27.351851
HaLaN_14606	0	0	13.773314	12.31216
HaLaN_14610	0	0	0.226199	1.118025
HaLaN_14620	16.696671	22.783955	45.654247	40.830215
HaLaN_14626	0	0	10.971463	13.412391
HaLaN_14635	0	0	4.395065	5.802594
HaLaN_14637	0	0	3.54282	6.276224
HaLaN_14643	0	0	11.963347	34.159389
HaLaN_14644	52.249645	57.807934	17.151417	37.733082
HaLaN_14645	260.405304	320.288391	691.570007	465.258362
HaLaN_14647	0	0	22.435884	59.587921
HaLaN_14655	52.388725	37.903011	43.657307	32.035919
HaLaN_14656	42.193523	47.291828	103.756157	110.004517
HaLaN_14659	0	0	6.992422	6.416563
HaLaN_14661	0	0	5.581017	4.655941
HaLaN_14663	0	0	5.186424	4.192888
HaLaN_14668	39.117352	33.910004	51.286648	36.129772
HaLaN_14675	0	0	4.623511	9.073431
HaLaN_14685	0	0	12.222787	20.789726
HaLaN_14688	0	0	28.109268	12.151199
HaLaN_14692	572.361633	635.998718	503.731476	500.76889
HaLaN_14693	100.980453	150.698486	3.088201	6.581406
HaLaN_14694	0	0	5.032522	3.293557
HaLaN_14711	0	0	40.549728	27.33172
HaLaN_14712	0	0	57.796364	53.384319
HaLaN_14719	0	0	19.899523	18.0674
HaLaN_14720	0	0	42.278728	53.919777
HaLaN_14721	0	0	8.914688	11.202847
HaLaN_14722	0	0	3.416082	15.861856
HaLaN_14731	118.709824	97.616478	83.806992	68.360634
HaLaN_14734	40.513439	46.239906	37.960476	35.673409
HaLaN_14737	1248.335938	882.756897	1839.949463	1636.101562
HaLaN_14744	0	0	69.177956	65.302223
HaLaN_14753	0	0	75.037041	65.736008
HaLaN_14771	0	0	15.2754	10.072852
HaLaN_14777	0	0	2.2607	0.912298
HaLaN_14784	0	0	37.654575	39.770596
HaLaN_14786	239.134567	129.046036	282.49646	215.677338
HaLaN_14789	0	0	3.691178	4.743443
HaLaN_14792	0	0	1.929809	2.965819
HaLaN_14796	507.06488	660.502563	127.141594	128.541183
HaLaN_14806	0	0	2.133888	3.864559
HaLaN_14814	0	0	14.983789	21.209455
HaLaN_14817	0	0	30.509541	50.786064
HaLaN_14822	0	0	52.225578	83.774628
HaLaN_14823	0	0	38.264973	70.212914
HaLaN_14825	0	0	3.507752	5.443746
HaLaN_14827	0	0	8.211766	14.863616
HaLaN_14828	0	0	7.831516	17.644026
HaLaN_14829	4959.657715	5381.647949	5397.449219	5153.139648
HaLaN_14833	19.360971	31.10294	14.482762	34.367607
HaLaN_14834	0	0	11.413398	21.356483
HaLaN_14835	0	0	12.221731	9.330322
HaLaN_14839	0	0	6.608696	8.588946
HaLaN_14841	0	0	28.408392	49.285351
HaLaN_14847	58.70496	292.497131	21.617315	12.71083
HaLaN_14848	0	0	15.459846	38.459877
HaLaN_14850	0	0	14.893348	12.898794
HaLaN_14852	268.960785	224.840073	32.148434	49.736065
HaLaN_14854	0	0	3.154157	2.054855
HaLaN_14856	0	0	13.399276	8.156075
HaLaN_14857	0	0	12.422086	13.654577
HaLaN_14867	0	0	28.60815	25.09461
HaLaN_14871	259.501251	199.576843	93.466347	123.649696
HaLaN_14877	442.867432	364.012329	14.869872	16.878263
HaLaN_14878	0	0	10.464744	9.165976
HaLaN_14880	0	0	36.811901	34.308643
HaLaN_14886	0	0	6.936672	5.986494
HaLaN_14887	107.564339	149.112137	82.685585	93.459122
HaLaN_14893	312.055756	151.001984	161.387115	171.441025
HaLaN_14894	532.349976	442.540131	490.872589	454.487457
HaLaN_14895	0	0	24.980202	9.117474
HaLaN_14896	0	0	3.061418	3.267682
HaLaN_14900	0	0	12.175114	7.331976
HaLaN_14902	0	0	8.801891	11.704803
HaLaN_14911	0	0	13.434702	14.817229
HaLaN_14918	0	0	5.369207	5.774512
HaLaN_14924	20.112202	23.832226	18.368458	12.8826
HaLaN_14926	0	0	5.043005	3.350113
HaLaN_14935	0	0	1.434271	4.726458
HaLaN_14943	349.117676	196.556824	104.1903	92.97287
HaLaN_14944	0	0	81.046051	58.567524
HaLaN_14947	93.579941	84.104034	141.213913	101.5494
HaLaN_14958	0	0	5.666934	11.160174
HaLaN_14962	235.923035	234.250916	203.724197	225.800125
HaLaN_14963	0	0	60.672245	64.808823
HaLaN_14965	26.460447	14.320267	11.794878	12.870397
HaLaN_14967	0	0	36.512886	33.364582
HaLaN_14968	141.081299	143.365341	176.004898	136.218613
HaLaN_14989	0	0	30.703962	44.657383
HaLaN_14990	0	0	20.759644	18.807938
HaLaN_15000	0	0	6.590451	10.588889
HaLaN_15010	0	0	10.137907	6.040506
HaLaN_15012	0	0	1.774867	2.541021
HaLaN_15017	188.164505	253.88237	182.426346	185.281082
HaLaN_15019	0	0	17.262878	20.236061
HaLaN_15021	0	0	4.510154	2.90804
HaLaN_15025	0	0	10.310628	4.283666
HaLaN_15026	0	0	1.797806	6.703338
HaLaN_15028	0	0	7.619792	11.692796
HaLaN_15035	178.414688	145.152603	29.208652	35.37487
HaLaN_15040	0	0	9.687959	4.57338
HaLaN_15044	0	0	29.834429	44.225224
HaLaN_15046	0	0	9.501764	35.487183
HaLaN_15048	0	0	14.866894	17.717192
HaLaN_15050	0	0	9.265246	14.504707
HaLaN_15052	0	0	6.649794	10.475699
HaLaN_15055	0	0	79.757568	83.225769
HaLaN_15058	0	0	2.940489	7.995673
HaLaN_15063	0	0	0.252495	0.683643
HaLaN_15065	0	0	1.063732	5.265821
HaLaN_15073	0	0	56.972507	50.412544
HaLaN_15074	4.562319	9.51455	11.528371	13.00443
HaLaN_15075	0	0	9.359795	14.261487
HaLaN_15076	0	0	58.192532	49.493053
HaLaN_15077	575.479248	880.382141	1487.947021	1655.029541
HaLaN_15087	0	0	111.067009	130.445938
HaLaN_15094	4956.323242	4006.330811	8968.492188	10048.69043
HaLaN_15102	0	0	74.110603	33.660278
HaLaN_15106	0	0	107.389473	115.220528
HaLaN_15113	63.597054	34.313683	25.637732	38.481033
HaLaN_15120	0	0	5.813485	9.142729
HaLaN_15121	0	0	12.568526	17.28372
HaLaN_15122	0	0	8.19912	7.255895
HaLaN_15125	0	0	8.423338	8.628134
HaLaN_15126	202.535873	246.019577	130.87616	81.705711
HaLaN_15133	0	0	52.459038	39.472279
HaLaN_15135	0	0	105.666924	73.386406
HaLaN_15138	0	0	6.375138	12.118917
HaLaN_15150	0	0	44.746784	55.738903
HaLaN_15166	0	0	84.279243	67.954224
HaLaN_15169	0	0	5.98395	8.015255
HaLaN_15170	0	0	4.887675	4.355575
HaLaN_15183	0	0	48.894367	37.057522
HaLaN_15185	0	0	17.338305	21.195417
HaLaN_15190	0	0	5.187863	5.047523
HaLaN_15191	0	0	42.480682	39.967243
HaLaN_15196	50.181351	49.560631	0	0
HaLaN_15202	0	0	140.773209	115.986237
HaLaN_15209	0	0	3.394835	2.653653
HaLaN_15215	0	0	58.233326	57.854916
HaLaN_15221	1557.983276	1991.873047	571.635864	401.521088
HaLaN_15227	0	0	4.042727	7.611613
HaLaN_15228	0	0	2.871364	6.555869
HaLaN_15233	0	0	32.46838	51.059555
HaLaN_15237	101.691154	138.468262	93.435661	97.529861
HaLaN_15238	202.51416	71.084137	58.745972	56.163197
HaLaN_15241	0	0	4.815693	6.848917
HaLaN_15243	0	0	2.48832	2.310333
HaLaN_15247	186.629501	237.893478	4.94681	4.293378
HaLaN_15252	0	0	9.018579	8.575645
HaLaN_15255	53.642715	152.227005	134.992401	107.022789
HaLaN_15261	0	0	9.719488	18.600147
HaLaN_15262	0	0	5.566242	3.199365
HaLaN_15285	0	0	7.408246	9.688555
HaLaN_15302	265.152496	399.997498	771.857117	1007.734802
HaLaN_15304	58.140461	65.516411	30.570154	31.571295
HaLaN_15305	522.208984	538.167603	850.288208	973.199341
HaLaN_15306	0	0	13.464112	12.110343
HaLaN_15307	0	0	6.803222	9.074634
HaLaN_15308	0	0	23.744055	12.889031
HaLaN_15315	44.624653	31.773075	44.83469	47.008953
HaLaN_15316	0	0	6.456316	9.963431
HaLaN_15317	0	0	3.256691	4.47436
HaLaN_15324	198.087753	352.036194	75.096146	105.572777
HaLaN_15333	156.299179	127.838264	42.864758	41.379448
HaLaN_15336	0	0	4.77415	7.769302
HaLaN_15339	0	0	27.79191	48.226704
HaLaN_15340	0	0	7.56754	12.904596
HaLaN_15342	0	0	6.151821	10.136789
HaLaN_15347	105.084419	131.59285	92.349098	100.827606
HaLaN_15348	0	0	10.985389	6.423445
HaLaN_15349	0	0	8.173431	8.545093
HaLaN_15351	0	0	13.801576	5.724465
HaLaN_15366	34.792709	37.255604	131.448334	105.836403
HaLaN_15376	0	0	75.97007	76.914726
HaLaN_15379	0	0	7.922852	14.134994
HaLaN_15380	379.098297	310.898041	242.615891	203.33049
HaLaN_15381	0	0	0.769635	2.361522
HaLaN_15384	0	0	11.394837	14.198414
HaLaN_15385	0	0	5.845417	7.956483
HaLaN_15391	0	0	18.402584	13.539801
HaLaN_15392	77.943237	82.152222	129.988297	115.01638
HaLaN_15395	0	0	67.411865	83.099434
HaLaN_15398	0	0	100.013107	88.512703
HaLaN_15402	0	0	31.978279	22.533764
HaLaN_15404	0	0	20.20751	14.094884
HaLaN_15416	134.123444	17.813005	0	0
HaLaN_15418	33.072475	38.495251	29.335459	46.417507
HaLaN_15419	0	0	122.510887	107.777252
HaLaN_15421	0	0	72.131889	99.501541
HaLaN_15422	518.313538	280.932617	476.741913	421.980957
HaLaN_15432	1429.393677	1435.50708	238.278	216.56955
HaLaN_15434	0	0	38.687584	35.414799
HaLaN_15436	0	0	41.618118	41.696819
HaLaN_15439	0	0	34.211277	47.415035
HaLaN_15440	0	0	31.498695	30.63645
HaLaN_15443	1530.245483	1153.149658	1597.619507	1486.883057
HaLaN_15450	0	0	44.409378	39.439713
HaLaN_15454	165.154709	183.935059	130.849625	119.878815
HaLaN_15458	0	0	5.644504	13.266961
HaLaN_15460	0	0	17.860237	21.709709
HaLaN_15471	179.188232	196.77475	173.151718	166.002518
HaLaN_15472	660.065125	543.621094	444.211029	353.679596
HaLaN_15473	83.206924	65.782135	52.530815	52.034943
HaLaN_15485	61.832897	75.545326	9.732928	14.985764
HaLaN_15491	0	0	0.960711	0.505216
HaLaN_15492	0	0	17.39282	36.22604
HaLaN_15494	0	0	51.811886	28.59514
HaLaN_15496	0	0	30.774151	44.092842
HaLaN_15497	543.060791	488.865997	697.580994	391.5495
HaLaN_15499	0	0	47.37878	48.629505
HaLaN_15501	0	0	47.048809	39.497597
HaLaN_15505	0	0	19.732719	8.199026
HaLaN_15517	0	0	185.313751	177.248413
HaLaN_15518	0	0	9.708411	2.411589
HaLaN_15526	0	0	28.134592	32.823563
HaLaN_15529	0	0	73.445168	123.373466
HaLaN_15531	0	0	7.999341	21.147446
HaLaN_15536	0	0	15.250374	13.961843
HaLaN_15540	0	0	6.66223	6.845462
HaLaN_15541	0	0	5.547943	4.555771
HaLaN_15542	0	0	25.061611	28.338478
HaLaN_15543	555.497803	567.555054	1083.608398	1436.245972
HaLaN_15545	0	0	20.846004	27.478607
HaLaN_15546	0	0	11.775581	16.100863
HaLaN_15548	0	0	1.4546	4.48039
HaLaN_15549	968.583374	1014.56665	662.392578	596.415039
HaLaN_15551	0	0	9.035815	14.019585
HaLaN_15555	0	0	11.040414	19.10084
HaLaN_15562	0	0	3.602698	6.038783
HaLaN_15569	0	0	600.174683	410.267792
HaLaN_15573	0	0	0.66388	1.326882
HaLaN_15575	0	0	1.347498	4.658184
HaLaN_15581	0	0	58.162899	70.008171
HaLaN_15582	0	0	10.404977	17.042797
HaLaN_15584	66.432732	55.152943	73.533104	85.942627
HaLaN_15588	0	0	7.803698	11.495572
HaLaN_15591	1454.121704	1454.914307	1246.637451	1203.532227
HaLaN_15592	950.277283	1083.584473	943.716858	985.010803
HaLaN_15594	239.30957	129.347458	179.452026	128.498627
HaLaN_15598	223.46759	201.5242	38.743614	28.627001
HaLaN_15599	111.500259	71.699738	158.167068	150.904434
HaLaN_15600	0	0	28.605202	30.384359
HaLaN_15602	0	0	104.721611	48.281456
HaLaN_15607	0	0	3.938134	3.720022
HaLaN_15608	0	0	5.566189	7.732456
HaLaN_15609	0	0	7.967631	7.862021
HaLaN_15620	0	0	29.148026	26.914606
HaLaN_15624	0	0	10.116833	12.908283
HaLaN_15631	123.671989	71.546127	34.844086	36.140331
HaLaN_15645	262.932281	330.862671	205.88913	225.46936
HaLaN_15646	0	0	3.657179	3.217942
HaLaN_15648	0	0	12.216895	18.831234
HaLaN_15653	0	0	6.039293	5.745613
HaLaN_15654	0	0	8.57449	14.952941
HaLaN_15656	0	0	26.877222	35.75528
HaLaN_15660	0	0	17.606295	11.086143
HaLaN_15663	0	0	3.921582	6.563365
HaLaN_15664	0	0	48.310963	71.763725
HaLaN_15665	1628.361206	2264.656494	4679.824707	4610.35498
HaLaN_15686	0	0	10.444989	5.993963
HaLaN_15687	0	0	19.465729	22.151985
HaLaN_15690	0	0	9.889551	5.271244
HaLaN_15704	0	0	8.403866	11.968272
HaLaN_15710	0	0	31.814671	24.485262
HaLaN_15717	0	0	23.136753	22.789484
HaLaN_15718	0	0	2.805241	6.164561
HaLaN_15719	0	0	28.679995	25.604877
HaLaN_15720	0	0	25.423956	21.667028
HaLaN_15721	84.159599	79.290062	23.958778	30.03339
HaLaN_15723	0	0	14.286949	21.847818
HaLaN_15724	0	0	26.357693	46.132172
HaLaN_15736	789.851379	791.174255	2583.783203	2542.283447
HaLaN_15738	0	0	17.2896	24.772976
HaLaN_15755	0	0	60.195004	52.089565
HaLaN_15757	0	0	14.988429	24.092649
HaLaN_15759	0	0	69.875046	86.789886
HaLaN_15761	0	0	3.487107	14.539865
HaLaN_15762	88.417915	268.081909	302.054321	429.497589
HaLaN_15770	0	0	16.820185	17.840775
HaLaN_15774	70.587448	36.584885	88.432838	72.574806
HaLaN_15775	101.723763	74.01944	80.46563	94.918137
HaLaN_15776	0	0	177.750824	147.456787
HaLaN_15778	229.046661	267.843018	172.917816	142.196976
HaLaN_15779	226.442703	292.169006	189.857361	166.998215
HaLaN_15784	177.614548	143.166092	192.152115	153.44722
HaLaN_15787	142.473907	40.464336	76.011246	74.247261
HaLaN_15790	0	0	6.746279	6.64968
HaLaN_15793	132.114532	60.258434	44.052986	46.179054
HaLaN_15798	0	0	12.313248	9.611194
HaLaN_15799	0	0	2.379325	3.429319
HaLaN_15800	0	0	16.500557	17.395531
HaLaN_15814	0	0	8.317899	14.303712
HaLaN_15816	44.608742	70.699226	27.266636	32.369041
HaLaN_15818	0	0	42.067883	32.713089
HaLaN_15821	0	0	4.572109	10.401857
HaLaN_15824	0	0	26.490519	25.008598
HaLaN_15826	0	0	45.236523	43.851177
HaLaN_15831	0	0	15.127754	12.067673
HaLaN_15834	351.917175	481.929657	208.554779	209.843384
HaLaN_15854	0	0	9.580124	6.44873
HaLaN_15857	382.658325	627.934875	0	0
HaLaN_15859	0	0	23.683239	24.435814
HaLaN_15863	0	0	51.994652	63.606419
HaLaN_15871	0	0	8.732544	8.196993
HaLaN_15873	0	0	8.004396	6.366863
HaLaN_15876	0	0	87.921852	67.481911
HaLaN_15879	0	0	3.602886	7.623226
HaLaN_15881	0	0	7.392537	12.009835
HaLaN_15883	0	0	5.84108	14.900675
HaLaN_15887	0	0	3.98944	4.60597
HaLaN_15888	849.830566	467.371796	637.030029	709.73645
HaLaN_15889	87.327934	115.072136	55.383842	62.771671
HaLaN_15891	0	0	8.636904	10.573795
HaLaN_15895	0	0	44.737831	35.355286
HaLaN_15900	194.731216	154.43956	250.043808	256.046539
HaLaN_15909	0	0	6.062916	8.659714
HaLaN_15917	41.938946	40.069466	25.939451	27.648792
HaLaN_15919	0	0	11.79697	13.09632
HaLaN_15920	0	0	27.091784	11.902039
HaLaN_15923	0	0	7.638717	7.385843
HaLaN_15924	17.689583	34.356495	31.794731	39.835354
HaLaN_15925	0	0	23.905266	36.299847
HaLaN_15928	0	0	1.589233	1.780521
HaLaN_15935	0	0	15.047682	18.210526
HaLaN_15936	0	0	83.345428	90.533096
HaLaN_15940	0	0	20.302483	33.925564
HaLaN_15943	0	0	5.644504	9.076938
HaLaN_15944	133.80484	145.279999	86.360092	76.348259
HaLaN_15946	0	0	261.421783	187.316162
HaLaN_15947	0	0	220.649338	166.560913
HaLaN_15948	0	0	150.538986	120.579414
HaLaN_15949	0	0	283.37619	244.051315
HaLaN_15950	0	0	247.965179	245.875015
HaLaN_15951	0	0	243.29248	176.869766
HaLaN_15952	0	0	93.537682	83.400505
HaLaN_15963	0	0	10.935662	10.779505
HaLaN_15965	0	0	2.515749	9.447239
HaLaN_15971	0	0	24.809126	27.332937
HaLaN_15977	278.990021	257.70871	242.497223	301.266022
HaLaN_15981	0	0	7.887597	6.827312
HaLaN_15983	0	0	7.907413	12.017331
HaLaN_15991	124.691704	65.583977	101.589325	96.770767
HaLaN_15994	0	0	2.49961	1.527534
HaLaN_15997	0	0	71.56813	76.362541
HaLaN_15998	0	0	38.629204	25.566801
HaLaN_15999	0	0	78.119461	53.518482
HaLaN_16007	0	0	11.936812	27.440523
HaLaN_16015	0	0	7.72997	7.070039
HaLaN_16021	0	0	8.394517	8.719316
HaLaN_16025	0	0	24.615459	11.807686
HaLaN_16027	0	0	22.010904	20.83828
HaLaN_16038	4829.79834	5711.994629	5202.897461	4796.87793
HaLaN_16047	0	0	4.778295	11.463335
HaLaN_16048	0	0	13.701917	31.772989
HaLaN_16049	0	0	10.041024	8.73334
HaLaN_16053	0	0	31.61978	26.794901
HaLaN_16055	0	0	21.596212	12.678695
HaLaN_16057	106.080185	55.887066	53.754906	50.668488
HaLaN_16061	0	0	2.760146	10.329638
HaLaN_16065	0	0	7.90528	5.440966
HaLaN_16067	0	0	21.410107	28.671392
HaLaN_16068	0	0	9.032451	6.073395
HaLaN_16071	0	0	11.3601	11.431264
HaLaN_16072	0	0	5.321053	6.105761
HaLaN_16076	13.98809	12.215338	15.770936	12.052786
HaLaN_16082	303.659485	301.908508	383.995026	335.111328
HaLaN_16083	145.981522	74.754295	78.361465	52.375404
HaLaN_16084	140.333267	299.556854	618.999207	468.35257
HaLaN_16085	0	0	8.369257	18.226013
HaLaN_16086	571.306702	432.80127	677.424316	630.434326
HaLaN_16115	0	0	26.32111	50.717602
HaLaN_16117	61.505707	138.898529	0	0
HaLaN_16118	0	0	2.163546	2.549553
HaLaN_16121	829.928772	693.402527	899.559143	1255.661499
HaLaN_16122	89.014679	111.438431	79.331512	87.778839
HaLaN_16132	0	0	55.711018	59.945866
HaLaN_16133	0	0	99.316597	67.85955
HaLaN_16134	0	0	49.482464	48.198677
HaLaN_16136	0	0	64.173515	67.215477
HaLaN_16138	0	0	20.088511	9.026462
HaLaN_16143	0	0	7.944483	9.692179
HaLaN_16162	0	0	1.031677	1.155854
HaLaN_16167	0	0	7.74301	22.423595
HaLaN_16174	0	0	4.612437	6.728909
HaLaN_16223	0	0	12.060723	15.044013
HaLaN_16237	0	0	9.152684	8.077113
HaLaN_16239	0	0	10.74299	9.241611
HaLaN_16242	982.361572	1146.150513	569.555908	470.412903
HaLaN_16244	0	0	7.180879	7.967436
HaLaN_16268	0	0	4.62911	5.080602
HaLaN_16269	185.045624	200.924835	147.317261	159.189606
HaLaN_16272	110.967598	63.981819	99.416985	114.50634
HaLaN_16277	0	0	0.656686	2.037787
HaLaN_16278	0	0	1.72188	1.465299
HaLaN_16279	0	0	11.522582	11.352975
HaLaN_16283	0	0	296.216858	221.873871
HaLaN_16286	0	0	70.786842	66.667397
HaLaN_16291	0	0	13.516406	13.847783
HaLaN_16292	0	0	8.367466	12.043673
HaLaN_16294	0	0	1.318982	1.487999
HaLaN_16299	0	0	4.078515	9.437611
HaLaN_16304	0	0	12.492428	16.88019
HaLaN_16307	0	0	17.668097	13.180967
HaLaN_16311	0	0	8.195317	19.327543
HaLaN_16313	0	0	15.17594	7.025736
HaLaN_16315	0	0	13.372384	16.339422
HaLaN_16317	0	0	62.643082	60.513226
HaLaN_16324	0	0	11.811115	12.685753
HaLaN_16326	0	0	25.689613	9.113056
HaLaN_16328	71.819237	77.494202	57.609322	42.397972
HaLaN_16329	0	0	21.076628	29.463362
HaLaN_16332	7.572044	0.443853	3.112239	1.811635
HaLaN_16333	0	0	12.698483	19.507038
HaLaN_16351	0	0	21.891422	14.438923
HaLaN_16352	0	0	11.630021	11.750464
HaLaN_16353	0	0	27.585049	17.284027
HaLaN_16356	0	0	0.830592	11.872753
HaLaN_16361	519.666321	691.220947	374.076599	414.791321
HaLaN_16372	109.016914	160.545044	94.454407	107.716728
HaLaN_16394	619.801758	685.276672	862.592468	952.952271
