Gene	NO3_2mM_1	NO3_2mM_2	NO3_15mM_1	NO3_15mM_2
HaLaN_19166	0	0	42.46394	31.532244
HaLaN_19167	65.998009	60.051098	52.228012	77.281471
HaLaN_19168	0	0	25.736359	18.001286
HaLaN_19172	0	0	2.824413	5.461859
HaLaN_19173	19.262411	0	0	0
HaLaN_19178	37827	38.856426	38.175972	44.140732
HaLaN_19183	0	0	0.599618	3.367916
HaLaN_19184	0	0	20.329473	0
HaLaN_19185	0	37.419704	17.285431	27.798082
HaLaN_19186	283.684082	326.382874	236.366837	299.811798
HaLaN_19190	174.624481	384.625214	203.755234	215.342972
HaLaN_19191	335.028839	314.092712	274.00238	281.981201
HaLaN_19198	0	0	17.061787	39.298546
HaLaN_19200	701.404358	501.100037	698.626587	857.766357
HaLaN_19201	395.678223	161.831497	262.276367	437.232178
HaLaN_19202	43.62611	0	12.318775	8.304407
HaLaN_19204	0	0	25.365299	46.168167
HaLaN_19206	323.235291	196.847534	52.787323	59.898697
HaLaN_19207	795.104614	945.867554	189.734512	115.110222
HaLaN_19210	3659.717041	2267.695068	3308.533203	3240.94458
HaLaN_19212	0	0	0	19.706743
HaLaN_19214	0	0	3.108306	0
HaLaN_19217	0	0	19.262367	0
HaLaN_19218	0	0	4.316969	8.491133
HaLaN_19220	0	0	13.167525	13.383587
HaLaN_19221	1766.585693	1818.962158	4190.876465	5958.005371
HaLaN_19222	0	49.872383	6.10622	2.089843
HaLaN_19225	113.006104	90.593674	60.395702	54.657448
HaLaN_19226	0	0	9.080162	0
HaLaN_19229	0	23.450901	20.175135	19.65929
HaLaN_19230	89.509277	0	153.847397	126.679184
HaLaN_19231	65.909203	176.636917	168.023407	91.574532
HaLaN_19232	0	0	15.095071	17.142519
HaLaN_19233	0	0	19.286938	33.493549
HaLaN_19235	0	0	1.961474	0
HaLaN_19236	0	0	10.104591	7.081135
HaLaN_19238	0	0	2.922735	0
HaLaN_19239	0	0	9.503244	17.264189
HaLaN_19241	0	0	103.366112	122.387573
HaLaN_19243	0	0	49.108067	59.059845
HaLaN_19247	0	0	0.989811	1.091079
HaLaN_19251	0	0	17.134768	42.769661
HaLaN_19254	0	0	35.613228	0
HaLaN_19256	0	0	1.739778	0
HaLaN_19262	27.480965	0	8.138306	9.178707
HaLaN_19263	0	0	27.679699	0
HaLaN_19264	0	0	2.072814	1.388437
HaLaN_19266	0	0	16.755064	25.892118
HaLaN_19267	0	0	5.489756	9.007452
HaLaN_19269	0	12.679375	37.92646	37.10323
HaLaN_19273	0	0	8.012091	0
HaLaN_19276	0	0	0	3.009144
HaLaN_19279	0	0	15.435117	11.502604
HaLaN_19280	220.635178	172.954437	144.243912	144.227554
HaLaN_19283	0	0	9.210435	8.364741
HaLaN_19284	0	0	16.27413	15.226005
HaLaN_19286	188.092636	145.812469	382.486328	370.344574
HaLaN_19287	0	0	75.204163	84.742798
HaLaN_19289	285.526459	114.9095	163.107086	155.353912
HaLaN_19297	102.397835	147.049347	196.055695	217.36734
HaLaN_19298	0	0	48.468437	27.976242
HaLaN_19299	0	0	6.88081	6.531228
HaLaN_19303	60.712681	0	35.594318	28.587172
HaLaN_19308	548.003784	0	430.672607	429.639435
HaLaN_19309	0	42.727257	24.975384	22.363138
HaLaN_19317	0	0	1.128896	0
HaLaN_19319	101.090706	22.365707	75.639992	80.06604
HaLaN_19320	82.611176	52.480598	95.761909	162.626907
HaLaN_19321	42.665615	37.879677	9.471027	10.544644
HaLaN_19322	0	0	28.422668	28.099768
HaLaN_19323	0	0.788679	0	0
HaLaN_19324	3667.992676	3971.924561	3770.604736	4517.666016
HaLaN_19326	0	0	4.594821	11.26836
HaLaN_19327	0	10.18806	4.179073	6.625731
HaLaN_19328	0	0	0	4.196304
HaLaN_19330	0	0	13.820887	26.379389
HaLaN_19331	0	0	25.41538	16.870377
HaLaN_19332	0	0	4.060562	0
HaLaN_19335	0	0	0	6.827685
HaLaN_19339	0	0	6.394482	13.401482
HaLaN_19342	8.57713	0	114.401978	95.55278
HaLaN_19348	0	0	0.235441	0
HaLaN_19353	0	0	9.36984	0
HaLaN_19354	0	0	14.168353	13.759207
HaLaN_19356	0	0	12.875286	9.133484
HaLaN_19358	551.709717	716.56781	371.430573	347.107483
HaLaN_19359	199.966705	89.706833	232.329895	175.128296
HaLaN_19362	204.173752	245.448242	61.592953	64.130173
HaLaN_19366	0	0	3.035741	0
HaLaN_19367	0	0	8.408719	6.86894
HaLaN_19368	0	0	4.730544	4.852262
HaLaN_19371	22.123466	0	0	0
HaLaN_19373	0	0	0	49.075951
HaLaN_19374	23.629272	0	74.979836	46.166378
HaLaN_19376	0	0	16.235693	0
HaLaN_19377	285.921539	0	64.894417	52.778027
HaLaN_19379	214.608276	534.591492	182.156128	194.113922
HaLaN_19380	0	0	8.552818	8.744656
HaLaN_19386	0	0	24.702335	30.081207
HaLaN_19387	0	0	28.518993	17.592733
HaLaN_19390	792.145386	783.230225	553.213806	462.60025
HaLaN_19393	1175.854004	1224.214478	1166.516113	902.332642
HaLaN_19395	377.418976	331.594971	272.460785	186.250565
HaLaN_19396	300.268005	774.18457	898.217712	696.828613
HaLaN_19397	0	0	1.288044	0
HaLaN_19402	0	0	12.172276	0
HaLaN_19404	0	0	14.111362	18.900036
HaLaN_19405	0	0	11.640457	0
HaLaN_19406	0	0	10.630595	15.328377
HaLaN_19408	0	0	21.824619	70.984039
HaLaN_19410	0	0	162.628448	128.124634
HaLaN_19411	0	0	0.389007	4.387349
HaLaN_19412	0	0	7.058096	5.524611
HaLaN_19415	0	16.216026	35.222591	36.070568
HaLaN_19416	0	0	40.210392	28.847424
HaLaN_19418	0	0	4.164092	0
HaLaN_19420	0	0	41.181171	37.502506
HaLaN_19427	0	0	1.784524	0
HaLaN_19432	0	0	3.87032	5.536397
HaLaN_19434	161.622131	0	101.444939	128.196579
HaLaN_19436	0	0	2.443238	6.559555
HaLaN_19437	0	0	0	3.599377
HaLaN_19440	0	0	2.583629	5.212416
HaLaN_19441	175.943741	346.751007	0	7.937064
HaLaN_19442	0	0	1.714997	0
HaLaN_19443	0	0	23.268703	16.102516
HaLaN_19445	0	109.890602	139.4375	118.248878
HaLaN_19446	478.671692	383.811554	0	0
HaLaN_19448	317.458679	381.202911	442.681549	409.367798
HaLaN_19451	0	0	4.013002	6.949446
HaLaN_19452	23.867552	30.903336	20.481525	25.575472
HaLaN_19453	0	0	3.499768	1.603023
HaLaN_19456	0	0	3.735593	6.375731
HaLaN_19458	0	0	6.963546	0
HaLaN_19459	0	0	31.188198	30.967651
HaLaN_19463	11.934713	0	47.354286	53.222733
HaLaN_19464	0	182.043671	55.528561	69.48156
HaLaN_19467	13.921872	0	0	0
HaLaN_19468	0	226.765228	61.876984	57.79306
HaLaN_19471	0	0	225.795898	166.935104
HaLaN_19473	0	0	59.360458	52.246532
HaLaN_19480	0	0	3.646594	0
HaLaN_19482	0	0	33.076889	49.030781
HaLaN_19483	0	0	0	3.972864
HaLaN_19489	0	19.989801	16.83176	26.902636
HaLaN_19493	0	0	9.59093	0
HaLaN_19494	0	0	7.348712	13.524468
HaLaN_19495	200.922668	155.787674	162.870163	110.490479
HaLaN_19501	0	0	6.362542	12.463916
HaLaN_19504	0	0	4.066635	0
HaLaN_19507	0	0	0	0.747219
HaLaN_19509	0	0	15.008191	35.14341
HaLaN_19510	61.150517	102.481537	49.086536	57.272682
HaLaN_19511	135.651627	117.839561	96.167122	83.811783
HaLaN_19515	89.078499	0	126.264061	124.374565
HaLaN_19517	0	0	7.374746	6.232421
HaLaN_19522	0	29.457375	20.600735	63.941864
HaLaN_19524	0	0	6.79821	4.505229
HaLaN_19529	53.62941	0	12.356349	5.847216
HaLaN_19532	0	0	1.566438	0
HaLaN_19535	0	0	12.039452	14.607689
HaLaN_19536	0	0	13.496334	21.347261
HaLaN_19537	0	0	11.309787	13.955965
HaLaN_19539	0	0	7.967444	0
HaLaN_19541	101.873741	0	51.885628	0
HaLaN_19542	0	0	0	82.047951
HaLaN_19543	0	0	29.102091	0
HaLaN_19544	53.217869	0	10.644259	6.841866
HaLaN_19546	65.252815	0	2.171952	0
HaLaN_19547	3.985475	0	28.327484	25.45315
HaLaN_19548	0	0	0	0.803582
HaLaN_19554	263.647064	165.420395	154.570374	168.611649
HaLaN_19560	102.147095	0	51.221107	64.767242
HaLaN_19561	0	0	35.575237	28.688793
HaLaN_19562	0	0	5.32399	8.507301
HaLaN_19565	0	0	0	9.843709
HaLaN_19574	0	0	27.291334	42.085423
HaLaN_19575	0	0	2.658996	11.070648
HaLaN_19578	0	0	8.676848	8.480636
HaLaN_19579	0	0	5.624215	7.369663
HaLaN_19580	0	0	1.172461	3.796513
HaLaN_19582	30.390125	0	23.517513	0
HaLaN_19585	47.721977	47.332767	26.936195	27.761957
HaLaN_19590	0	0	0	1.53406
HaLaN_19592	19.242144	22.196596	8.330021	7.715999
HaLaN_19595	134.070419	152.583755	89.405075	89.728531
HaLaN_19598	0	0	39.829929	25.711496
HaLaN_19600	43.787357	0	21.550877	23.49786
HaLaN_19601	0	0	0	5.477695
HaLaN_19608	18.494137	19.632721	5.342002	6.554311
HaLaN_19614	0	0	4.175114	5.219947
HaLaN_19616	0	0	9.182922	9.675955
HaLaN_19617	0	0	70.021294	62.105324
HaLaN_19618	0	0	13.229961	13.114121
HaLaN_19619	0	0	13.720383	16.008871
HaLaN_19620	0	79.128654	58.783772	67.615623
HaLaN_19622	0	0	9.755922	15.207041
HaLaN_19623	0	0	20.81675	0
HaLaN_19624	0	0	949.413025	918.38031
HaLaN_19625	0	40.876305	1.753547	0
HaLaN_19629	0	0	39.976635	29.002035
HaLaN_19634	3.466116	0	1.888655	2.807745
HaLaN_19637	0	0	6.331437	5.580547
HaLaN_19639	0	0	16.382725	21.206823
HaLaN_19650	0	0	17.002316	0
HaLaN_19652	0	0	3.475683	0
HaLaN_19653	0	0	12.124322	0
HaLaN_19657	61.130737	56.274132	51.276249	49.794758
HaLaN_19665	0	0	0	2.311712
HaLaN_19666	0	148.589493	0	0
HaLaN_19667	0	0	20.533344	32.951668
HaLaN_19668	0	85.454445	13.455803	24.660767
HaLaN_19669	0	0	0	6.566469
HaLaN_19670	0	0	33.634235	13.979901
HaLaN_19678	0	0	0	3.737502
HaLaN_19684	0	0	0	1.253811
HaLaN_19686	0	0	10.559721	17.593712
HaLaN_19687	0	94.413643	19.134726	22.660213
HaLaN_19688	0	0	21.044117	22.73122
HaLaN_19691	0	0	27.361259	0
HaLaN_19692	385.692078	512.985474	361.548401	256.081818
HaLaN_19695	0	0	0	5.315999
HaLaN_19699	0	0	6.081466	0
HaLaN_19702	0	0	34.554718	50.123638
HaLaN_19706	79.449211	39.329094	19.014584	24.016987
HaLaN_19711	0	0	2.574694	5.167465
HaLaN_19713	0	0	7.012582	8.942031
HaLaN_19714	0	0	12.81452	2.296501
HaLaN_19715	0	0	9.769164	0
HaLaN_19717	0	0	3.820349	0
HaLaN_19720	0	0	5.919495	8.509556
HaLaN_19722	0	0	0	4.290768
HaLaN_19731	0	0	4.468017	16.129829
HaLaN_19732	0	0	3.040734	10.472546
HaLaN_19734	0	0	32.97784	32.996628
HaLaN_19737	183.688995	110.180786	70.865372	80.192032
HaLaN_19738	339.881989	306.038208	246.781738	189.147552
HaLaN_19739	0	0	7.015071	0
HaLaN_19740	37.999249	0	19.894075	15.369905
HaLaN_19741	130.130463	190.792374	36.476299	30.422499
HaLaN_19747	0	0	143.063599	0
HaLaN_19748	0	0	31.023518	22.652941
HaLaN_19751	119.991608	74.307022	55.18541	73.745132
HaLaN_19752	0	0	37.150349	49.444489
HaLaN_19753	0	0	1.702247	4.629357
HaLaN_19754	0	0	198.054901	184.537094
HaLaN_19756	0	0	4.726168	12.783356
HaLaN_19757	34.487671	46.206852	0	0
HaLaN_19758	0	0	3.333111	0
HaLaN_19759	0	90.37204	0	0
HaLaN_19760	0	5.294675	0	0
HaLaN_19761	0	0	32.641232	21.858335
HaLaN_19766	0	0	1.37557	0
HaLaN_19768	0	0	0	0.84102
HaLaN_19774	0	0	0	1.662665
HaLaN_19780	413.019714	347.254364	402.014435	296.510651
HaLaN_19781	0	156.305954	142.028488	124.955254
HaLaN_19782	332.661438	294.818573	371.252319	245.450684
HaLaN_19783	0	9.168693	11.607651	13.900107
HaLaN_19785	96.901108	43.099758	57.331577	92.834557
HaLaN_19786	0	0	2.15059	0.899552
HaLaN_19787	0	151.129868	75.014877	103.508957
HaLaN_19788	103.928123	94.672989	64.865608	58.653198
HaLaN_19789	463.770416	381.275299	317.93689	343.92688
HaLaN_19791	278.721863	297.621674	139.462738	159.64093
HaLaN_19792	31.643066	0	17.078741	15.610313
HaLaN_19795	0	0	63.234383	68.58165
HaLaN_19802	0	0	14.267314	17.633892
HaLaN_19807	0	0	6.854322	3.889745
HaLaN_19809	0	0	0.562954	0
HaLaN_19814	0	117.509727	49.497669	42.844971
HaLaN_19815	0	0	4.491622	6.489479
HaLaN_19821	357.560822	452.438354	0	0
HaLaN_19826	0	0	5.603239	26.173342
HaLaN_19829	0	0	108.417984	85.610901
HaLaN_19830	0	0	41.161709	73.191452
HaLaN_19833	0	19.944111	0	0
HaLaN_19834	38.094749	15.628103	39.119122	23.155252
HaLaN_19835	0	0	6.904221	19.802231
HaLaN_19839	0	0	0	4.473762
HaLaN_19840	15.276911	0	47.251129	68.125534
HaLaN_19841	0	65.787994	17.726997	20.512337
HaLaN_19843	0	0	70.525269	79.027321
HaLaN_19845	203.248398	235.451736	161.738434	157.107849
HaLaN_19847	0	0	11.602176	7.078921
HaLaN_19848	0	0	12.853503	14.096962
HaLaN_19850	287.60434	0	217.905655	133.379608
HaLaN_19851	0	0	5.272374	0
HaLaN_19857	77.413353	0	12.318535	11.84971
HaLaN_19861	0	0	0	1.372727
HaLaN_19864	0	0	11.223382	0
HaLaN_19867	0	23.432251	21.25285	28.012383
HaLaN_19871	32.758476	0	47.259583	53.640156
HaLaN_19872	691.64386	807.517456	517.19812	470.301453
HaLaN_19873	0	0	0.975226	0
HaLaN_19875	0	0	35.40506	33.41127
HaLaN_19878	0	0	3.327606	0
HaLaN_19879	0	0	6.322954	3.342348
HaLaN_19880	0	0	15.821703	6.322832
HaLaN_19881	0	0	14.229717	11.126947
HaLaN_19882	0	0	4.746289	3.903653
HaLaN_19883	0	0	25.994371	14.111108
HaLaN_19885	39.960743	0	85.964218	102.740868
HaLaN_19886	0	0	18.561575	29.246902
HaLaN_19887	0	0	15.129006	9.27726
HaLaN_19888	0	0	13.59831	10.974895
HaLaN_19889	120.529099	288.76944	163.153107	156.936401
HaLaN_19890	0	0	79.996284	69.304649
HaLaN_19891	0	0	6.505541	8.744758
HaLaN_19892	0	0	4.578349	4.918425
HaLaN_19894	29.644745	0	23.915813	23.538921
HaLaN_19895	106.74369	125.98526	116.72847	123.9711
HaLaN_19897	0	0	26.106478	0
HaLaN_19899	0	0	8.380116	5.779278
HaLaN_19908	0	0	9.205381	7.148269
HaLaN_19909	0	167.5569	48.474342	89.826103
HaLaN_19911	0	0	64.727943	0
HaLaN_19916	0	0	0	4.138359
HaLaN_19917	0	0	7.895475	0
HaLaN_19921	0	122.678223	42.597416	52.160503
HaLaN_19925	69.488297	260.93866	227.819962	223.814255
HaLaN_19929	0	72.858696	93.277893	61.261723
HaLaN_19932	0	20.791544	0	0
HaLaN_19935	0	0	42.691761	54.795341
HaLaN_19941	26.432514	0	0	23.035994
HaLaN_19942	0	0	11.886228	7.930424
HaLaN_19947	235.178818	174.984497	2.749053	0
HaLaN_19948	0	344.836914	0	0
HaLaN_19949	0	0	42.1991	56.760578
HaLaN_19950	0	0	26.90451	14.989617
HaLaN_19953	0	205.30188	130.372116	0
HaLaN_19956	0	0	38.733143	41.631176
HaLaN_19957	0	0	0	11.707514
HaLaN_19958	0	0	0	19.157335
HaLaN_19960	0	0	2.706367	2.686323
HaLaN_19962	0	0	6.301902	4.921237
HaLaN_19963	0	0	1.510188	0
HaLaN_19964	0	0	0	0.485173
HaLaN_19969	0	0	1.77241	2.793807
HaLaN_19972	0	0	3.662675	4.714926
HaLaN_19973	0	0	7.630163	0
HaLaN_19978	0	0	47.968426	77.747841
HaLaN_19983	219.553009	245.505951	405.788666	390.260315
HaLaN_19985	99.633102	290.754883	368.66687	292.78183
HaLaN_19986	569.176819	436.805267	717.080872	545.179688
HaLaN_19987	0	83.879181	93.676918	113.591095
HaLaN_19989	163.455704	203.098236	65.962219	49.011696
HaLaN_19990	0	0	86.124634	88.363983
HaLaN_19992	0	0	41.379608	48.318146
HaLaN_19994	0	0	0.86878	6.392168
HaLaN_19997	97.432175	121.779526	93.792374	81.067268
HaLaN_20004	0	0	13.752619	31.951483
HaLaN_20007	0	30.537348	2.140754	1.95208
HaLaN_20008	0	72.01326	1.20664	4.055633
HaLaN_20010	0	0	4.505074	3.567569
HaLaN_20011	180.318268	163.859024	165.432449	194.706467
HaLaN_20013	0	0	33.085476	48.446381
HaLaN_20017	0	0	8.262469	7.437016
HaLaN_20023	23.265566	0	28.75131	43.462994
HaLaN_20024	0	0	2.676195	0
HaLaN_20026	0	11.795279	10.982939	8.542889
HaLaN_20028	0	0	4.738806	3.688492
HaLaN_20031	0	0	5.115519	0
HaLaN_20032	411.382996	594.21283	454.222412	376.491486
HaLaN_20033	0	0	52.952911	61.500683
HaLaN_20034	0	0	25.211636	20.717712
HaLaN_20035	0	0	25.017195	23.34602
HaLaN_20037	0	0	6.887058	10.587418
HaLaN_20039	0	0	51.879311	57.769917
HaLaN_20043	15.272153	61.501461	15.370741	14.566584
HaLaN_20044	71.943169	0	27.604286	33.062744
HaLaN_20045	146.628876	116.506165	166.922073	154.80838
HaLaN_20047	0	0	51.862446	0
HaLaN_20048	0	0	37.436821	30.105452
HaLaN_20056	0	0	4.898092	0
HaLaN_20060	0	0	21.801239	22.309996
HaLaN_20066	0	0	1911.065674	1751.289673
HaLaN_20083	0	0	0	0.377499
HaLaN_20084	0	0	1.61177	0
HaLaN_20096	0	670.959656	395.54541	410.623108
HaLaN_20097	0	0	6.482903	0
HaLaN_20098	486.975342	286.256622	216.114594	178.239838
HaLaN_20102	63.166748	0	8.730449	4.030751
HaLaN_20106	1.180066	0	0	1.770798
HaLaN_20107	156.85144	88.736992	68.144485	154.224289
HaLaN_20113	0	0	18.960426	10.436792
HaLaN_20114	351.953674	244.001129	234.209442	233.790604
HaLaN_20115	532.259705	478.271729	333.723999	250.664276
HaLaN_20116	94.112671	23.385138	41.5714	32.412094
HaLaN_20118	0	0	73.132431	69.233269
HaLaN_20121	1.828956	0	0	2.68999
HaLaN_20127	0	33.530647	13.507661	11.737849
HaLaN_20129	0	0	15.220592	25.180738
HaLaN_20133	0	0	0.91222	0
HaLaN_20137	0	0	0.605086	1.178202
HaLaN_20146	0	0	10.392211	0
HaLaN_20147	0	0	8.493767	0
HaLaN_20149	0	0	0	3.683679
HaLaN_20150	0	0	32.431198	47.102489
HaLaN_20151	0	0	0	14.561474
HaLaN_20153	0	0	7.146952	7.171574
HaLaN_20155	94.572021	160.715271	0	0
HaLaN_20159	0	23.065819	7.372945	3.96394
HaLaN_20160	0	0	6.935007	16.768974
HaLaN_20161	0	0	14.964385	29.501637
HaLaN_20162	0	0	32.917515	34.89949
HaLaN_20167	117.414352	137.733032	285.366425	327.934265
HaLaN_20168	0	0	0	1.872708
HaLaN_20169	0	17.676609	0	0
HaLaN_20178	658.794495	656.724609	153.482376	144.238571
HaLaN_20182	389.220428	415.832092	445.00589	361.550476
HaLaN_20185	57.509319	32.127083	29.383446	28.514896
HaLaN_20191	0	0	0	3.187661
HaLaN_20192	0	0	13.793239	6.308763
HaLaN_20193	0	0	42.932259	0
HaLaN_20194	823.959656	1260.835938	1280.698364	1270.462646
HaLaN_20195	0	0	42.83633	30.027906
HaLaN_20196	0	0	10.771525	9.345699
HaLaN_20198	0	0	7.842637	0
HaLaN_20201	0	0	4.315502	6.561701
HaLaN_20203	0	0	3.109438	7.891102
HaLaN_20204	0	0	19.634449	9.511039
HaLaN_20205	0	0	22.153913	30.869158
HaLaN_20213	0	0	0.588332	0.578574
HaLaN_20215	0	0	0	11.853397
HaLaN_20222	21.228622	0	13.943934	25.718468
HaLaN_20224	4374.079102	3244.671143	3584.640625	3881.574707
HaLaN_20225	69.432816	0	11.096465	13.364646
HaLaN_20229	47.861835	0	65.101685	70.452133
HaLaN_20236	0	0	13.435359	14.707494
HaLaN_20237	0	0	4.0352	0
HaLaN_20239	0	0	0	2.535274
HaLaN_20241	15.402958	0	6.638076	8.584744
HaLaN_20242	0	0	0	0.393682
HaLaN_20243	0	0	0	3.161737
HaLaN_20244	0	0	9.066461	8.734324
HaLaN_20245	0	0	30.649786	34.191811
HaLaN_20246	0	0	7.097457	16.361774
HaLaN_20248	45.839657	0	28.818233	51.563011
HaLaN_20249	0	0	8.863145	18.406971
HaLaN_20250	0	82.343681	32.121731	27.124073
HaLaN_20251	0	0	72.285622	40.911518
HaLaN_20253	0	0	10.529107	0
HaLaN_20254	0	0	7.092672	9.011484
HaLaN_20259	0	0	8.317774	0
HaLaN_20262	0	19.386709	6.84306	0
HaLaN_20266	0	0	14.614938	15.654512
HaLaN_20268	0	0	8.346088	0
HaLaN_20271	0	0	14.780273	0
HaLaN_20272	0	0	2.307307	0
HaLaN_20279	189.07254	301.427246	245.996506	227.953735
HaLaN_20282	0	0	4.894134	0
HaLaN_20285	0	0	4.10861	0
HaLaN_20286	224.281738	175.813278	102.559586	169.010391
HaLaN_20289	0	76.1688	30.804358	28.829008
HaLaN_20290	0	0	0	9.573136
HaLaN_20292	0	0	5.215704	8.418818
HaLaN_20295	0	0	3.27647	0
HaLaN_20298	110.396362	91.03022	6.662336	3.095487
HaLaN_20299	0	0	17.29957	17.414755
HaLaN_20300	45.151333	13.366582	34.310524	36.516052
HaLaN_20301	0	0	36.124954	59.070812
HaLaN_20302	0	0	9.829579	0
HaLaN_20304	0	1.169421	3.37027	0
HaLaN_20305	0	0	24.411428	45.891327
HaLaN_20306	0	0	2.832983	0
HaLaN_20309	0	0	0	7.691853
HaLaN_20316	0	0	12.270286	8.1204
HaLaN_20317	0	0	11.004845	13.280439
HaLaN_20318	0	0	26.815334	26.546753
HaLaN_20319	0	0	76.259666	62.009724
HaLaN_20320	0	0	79.711418	49.05555
HaLaN_20322	0	0	9.068478	5.754127
HaLaN_20323	0	0	77.333138	131.185242
HaLaN_20324	0	0	0.963125	0.402576
HaLaN_20327	0	0	3.592742	2.214751
HaLaN_20334	0	0	0	9.956911
HaLaN_20335	0	0	5.131608	5.436384
HaLaN_20339	0	0	7.769383	3.901352
HaLaN_20340	0	0	10.241488	20.918106
HaLaN_20343	0	0	9.594362	0
HaLaN_20345	0	0	1.849484	3.188318
HaLaN_20350	0	236.777145	21.460381	23.132771
HaLaN_20351	0	0	17.228865	27.701069
HaLaN_20353	0	0	11.654075	22.875509
HaLaN_20356	24.178873	0	43.313408	22.57877
HaLaN_20357	41.093269	36.513557	11.549447	14.681771
HaLaN_20367	0	0	9.760668	0
HaLaN_20368	0	0	6.186588	0
HaLaN_20369	0	0	9.124548	0
HaLaN_20373	0	21.5322	1.095102	4.408714
HaLaN_20376	0	0	36.898369	64.039604
HaLaN_20377	0	103.100319	232.432907	192.385117
HaLaN_20379	0	0	28.949446	0
HaLaN_20380	0	165.705475	79.041237	54.168118
HaLaN_20382	0	0	8.13919	12.689624
HaLaN_20384	52.971619	0	8.040844	23.39151
HaLaN_20391	0	0	0	8.111266
HaLaN_20394	0	0	9.205509	0
HaLaN_20399	0	0	16.894127	0
HaLaN_20400	863.521484	1019.852783	0	0
HaLaN_20402	427.568268	561.10675	547.049377	517.831055
HaLaN_20404	644.500366	696.242065	491.437958	587.297607
HaLaN_20416	0	0	136.333771	123.535782
HaLaN_20436	1271.65332	779.111633	2163.967529	2768.647949
HaLaN_20437	1253.269775	1029.799927	79.153297	60.430244
HaLaN_20438	0	0	0.683594	0
HaLaN_20439	0	0	0	22.345139
HaLaN_20441	0	0	18.049122	21.065477
HaLaN_20443	0	0	0	4.109707
HaLaN_20445	0	0	4.676087	16.477455
HaLaN_20446	0	0	4.118022	8.443829
HaLaN_20448	0	0	3.864265	0
HaLaN_20449	0	0	2.312491	0
HaLaN_20459	0	0	8.466666	17.042507
HaLaN_20460	0	62.732437	40.881512	31.333181
HaLaN_20461	153.0681	81.612885	41.991081	40.649731
HaLaN_20462	0	16.41774	18.094496	12.589078
HaLaN_20480	0	26.449909	15.719084	15.326508
HaLaN_20481	155.717239	87.532135	160.155594	145.854782
HaLaN_20485	2420.603027	2026.486328	2361.096924	2925.124512
HaLaN_20491	67.559967	67.200691	41.746418	41.694698
HaLaN_20492	79.26049	234.510422	132.428925	84.687935
HaLaN_20493	45.416561	172.024826	39.440563	40.177151
HaLaN_20495	69.220001	13.850444	10.358842	22.970226
HaLaN_20499	0	0	10.163689	5.910473
HaLaN_20501	0	0	5.828072	0
HaLaN_20509	0	0	46.321705	38.434849
HaLaN_20511	0	0	10.650881	13.468209
HaLaN_20513	0	0	7.098682	9.180813
HaLaN_20514	0	0	18.21648	14.212816
HaLaN_20520	0	0	19.750994	21.043392
HaLaN_20522	0	0	20.391699	36.404053
HaLaN_20523	19.831173	0	21.073513	15.976543
HaLaN_20527	0	0	4.22453	0
HaLaN_20528	0	0	9.449664	0
HaLaN_20531	0	0	0	5.975298
HaLaN_20532	0	0	6.595528	0
HaLaN_20533	0	0	16.500763	17.241261
HaLaN_20534	0	0	38.264969	39.105522
HaLaN_20535	121.84539	113.300285	62.206261	43.053356
HaLaN_20536	0	1149.554077	0	0
HaLaN_20541	0	0	1.87462	3.320168
HaLaN_20544	0	0	0	2.085311
HaLaN_20546	0	0	26.601696	47.387421
HaLaN_20551	0	0	0	23.193953
HaLaN_20554	0	2.586822	8.599672	0
HaLaN_20557	0	0	26.500246	0
HaLaN_20560	0	0	50.129574	53.029438
HaLaN_20563	834.651489	968.443359	1195.852051	1172.168945
HaLaN_20565	0	0	31.514788	48.758511
HaLaN_20566	152.048279	63.776966	33.158474	44.740231
HaLaN_20571	0	0	2.596441	5.454652
HaLaN_20572	0.355589	0	7.676394	2.556865
HaLaN_20573	0	0	3.255601	3.466912
HaLaN_20578	0	9.86738	20.752655	13.104506
HaLaN_20579	323.283386	275.00882	125.375519	159.0457
HaLaN_20583	0	0	18.407749	14.714151
HaLaN_20586	0	0	21.713615	25.293907
HaLaN_20587	453.775909	745.852844	49.239193	19.040617
HaLaN_20590	0	0	6.961915	5.061648
HaLaN_20592	0	0	0	26.063549
HaLaN_20597	0	0	6.766371	7.855946
HaLaN_20599	753.314941	0	215.646637	226.494888
HaLaN_20604	0	0	16.467766	0
HaLaN_20605	0	0	13.087463	16.083727
HaLaN_20606	0	42.614639	17.287069	23.781607
HaLaN_20607	44.487682	45.525848	24.804527	20.587116
HaLaN_20608	0	0	2.903867	6.396788
HaLaN_20609	133.370804	0	175.942734	97.969086
HaLaN_20610	0	0	0	3.361215
HaLaN_20611	0	0	2.454232	3.446583
HaLaN_20612	0	0	64.963097	78.379166
HaLaN_20613	0	0	9.911263	22.030754
HaLaN_20614	20.841204	0	8.763207	12.057541
HaLaN_20615	0	0	40.217079	32.178627
HaLaN_20616	44.537148	38.100803	37.512894	32.22559
HaLaN_20617	58.408596	0	2.045839	5.965705
HaLaN_20618	0	0	7.683634	6.137174
HaLaN_20621	0	0	11.421617	10.951149
HaLaN_20623	0	0	29.277403	41.48912
HaLaN_20627	0	0	0	5.423919
HaLaN_20628	0	0	0	13.481377
HaLaN_20632	0	0	52.912441	44.322468
HaLaN_20633	0	0	32.674507	30.435743
HaLaN_20634	0	0	1.125656	0
HaLaN_20635	0	0	3.015841	2.920056
