Gene	NO3_2mM_1	NO3_2mM_2	NO3_15mM_1	NO3_15mM_2
HaLaN_28745	128.286896	5.542605	24.122389	27.794319
HaLaN_28751	0	0	4.671479	2.345619
HaLaN_28752	0	0	4.312877	0
HaLaN_28753	0	0	8.289443	1.965697
HaLaN_28754	0	0	26.889324	44.907478
HaLaN_28755	0	0	8.263181	0
HaLaN_28757	30.149906	0	1.390049	0
HaLaN_28764	3322.435059	2955.981201	2969.823242	2500.234375
HaLaN_28765	2902.251465	2437.916016	1843.178223	1669.19873
HaLaN_28767	0	0	2.453762	2.333951
HaLaN_28770	0	0	5.6325	2.913523
HaLaN_28772	0	0	55.380352	76.192924
HaLaN_28774	0	0	34.348957	39.033527
HaLaN_28780	0	0	10.987601	12.190893
HaLaN_28782	0	0	0	6.166153
HaLaN_28784	158.811539	167.671997	202.875885	205.163361
HaLaN_28792	0	0	6.761776	2.641903
HaLaN_28796	0	0	7.751019	0
HaLaN_28798	5129.707031	4428.431641	4795.583984	3681.946533
HaLaN_28800	0	324.143677	162.030106	167.078323
HaLaN_28801	0	0	4.073735	6.83305
HaLaN_28803	0	0	1.199744	0
HaLaN_28804	48.75042	0	1.253432	0
HaLaN_28807	0	0	8.078534	6.446876
HaLaN_28811	0	0	5.731454	0
HaLaN_28814	0	0	325.95993	227.324448
HaLaN_28817	0	0	9.082385	0
HaLaN_28829	0	51.791409	14.981916	14.539019
HaLaN_28836	0	0	19.475172	13.172694
HaLaN_28838	0	0	2.071709	0
HaLaN_28842	0	0	10.816221	4.469613
HaLaN_28843	0	0	16.072449	42.318684
HaLaN_28844	0	0	83.22921	122.183037
HaLaN_28845	0	0	87.576897	61.19421
HaLaN_28846	63.114182	0	63.77375	75.914131
HaLaN_28847	2316.985352	2986.038574	1507.803223	1150.729614
HaLaN_28849	0	0	14.007519	2.13009
HaLaN_28854	0	3.368953	5.870018	4.95779
HaLaN_28857	0	0	42.193413	80.386795
HaLaN_28858	0	0	107.158211	109.563988
HaLaN_28859	0	54.920193	20.666964	13.327435
HaLaN_28861	0	0	62.825737	113.99633
HaLaN_28862	0	0	49.780254	45.125397
HaLaN_28863	0	0	8.987656	5.502021
HaLaN_28865	1.832656	0	0	0
HaLaN_28867	0	0	42.115417	48.163063
HaLaN_28869	0	37.316826	14.508994	28.093222
HaLaN_28870	0	0	82.352654	85.560532
HaLaN_28876	0	0	7.529432	5.795358
HaLaN_28879	0	2403.785889	0	0
HaLaN_28883	74.020958	218.768906	38.296028	25.454069
HaLaN_28884	58.40189	40.221855	5.155244	9.653075
HaLaN_28885	0	0	2.597713	0
HaLaN_28890	0	131.257248	91.447159	90.870628
HaLaN_28892	7.453053	0	5.118454	2.988294
HaLaN_28893	0	0	2.943481	0
HaLaN_28898	0	0	55.605591	71.093895
HaLaN_28900	0	0	19.826359	28.208925
HaLaN_28907	0	26.358961	0	0
HaLaN_28911	0	13.277504	36.348839	22.266619
HaLaN_28913	0	0	3.30447	3.94555
HaLaN_28919	0	0	59.60318	0
HaLaN_28921	0	0	0	15.010323
HaLaN_28922	39.253231	0	27.986851	36.955894
HaLaN_28933	0	0	7.712336	10.91748
HaLaN_28939	0	0	20.69639	16.356758
HaLaN_28941	0	0	22.580185	27.617722
HaLaN_28944	0	0	74.574173	60.386242
HaLaN_28946	0	0	7.562531	0
HaLaN_28947	36.816605	220.592499	162.359161	147.706146
HaLaN_28948	208.435959	173.552872	168.754852	159.377945
HaLaN_28949	0	0	21.299402	24.118877
HaLaN_28952	0	0	97.208794	97.678352
HaLaN_28957	0	0	8.000013	6.702856
HaLaN_28958	0	0	0.888526	0
HaLaN_28968	95.39006	79.356438	0	0
HaLaN_28969	3427.690918	3951.082764	306.985382	175.230377
HaLaN_28970	0	0	1.627124	0
HaLaN_28978	0	23.502031	8.853455	8.212814
HaLaN_28980	0	23.835213	26.795288	22.857237
HaLaN_28981	0	0	24.732613	22.04014
HaLaN_28984	0	0	41.9035	26.612446
HaLaN_28985	0	0	17.553659	12.940031
HaLaN_28987	42.633419	289.968994	142.358154	141.375092
HaLaN_28988	0	0	8.366806	0
HaLaN_28991	0	0	12.906107	0
HaLaN_28992	0	0	154.342773	142.81076
HaLaN_28993	0	0	2.761944	4.358291
HaLaN_28995	0	0	2.774259	0
HaLaN_28996	7.032548	25.859638	2.323727	0
HaLaN_28998	0	0	43.938538	38.136494
HaLaN_29003	19.457104	41.627239	18.837776	6.221599
HaLaN_29009	0	0	32.99437	36.408764
HaLaN_29011	0	166.279755	40.243084	53.735462
HaLaN_29017	0	0	1.164037	0.765507
HaLaN_29020	59.40073	0	4.969126	6.799397
HaLaN_29021	0	0	14.584022	16.64002
HaLaN_29022	0	2.866634	1.346197	1.318017
HaLaN_29023	0	2.406514	0	0
HaLaN_29031	0	48.423141	25.038435	26.812719
HaLaN_29034	0	0	9.660227	6.171149
HaLaN_29035	0	0	16.115379	23.725452
HaLaN_29036	0	0	2.751141	0
HaLaN_29041	0	0	21.818501	37.640381
HaLaN_29048	0	0	0	5.576494
HaLaN_29053	0	0	17.936708	0
HaLaN_29055	0	0	34.650173	54.963879
HaLaN_29062	77.584068	169.221634	135.111771	111.613449
HaLaN_29064	0	0	19.187119	17.872395
HaLaN_29066	0	0	9.242446	9.733518
HaLaN_29069	0	0	1.048052	9.177317
HaLaN_29070	0	0	29.920815	0
HaLaN_29073	0	0	14.85374	0
HaLaN_29075	0	0	4.996349	0
HaLaN_29080	0	0	1.531797	0
HaLaN_29082	0	0	4.322599	2.441336
HaLaN_29083	0	0	10.787054	4.693394
HaLaN_29086	0	0	14.421763	0
HaLaN_29087	317.59198	314.926147	167.248108	210.141083
HaLaN_29089	0	0	0	3.780187
HaLaN_29091	0	15.814184	60.912861	59.843208
HaLaN_29095	0	0	13.197642	13.651447
HaLaN_29096	0	0	12.240557	7.084186
HaLaN_29098	104.145508	70.429428	159.350433	166.289536
HaLaN_29101	0	0	45.34494	30.849171
HaLaN_29103	0	0	0	0.869064
HaLaN_29105	0	20.139429	1.514601	1.434191
HaLaN_29109	0	0	140.3452	172.692795
HaLaN_29110	0	0	0	7.645236
HaLaN_29111	0	0	8.08756	0
HaLaN_29113	0	0	6.787352	0
HaLaN_29119	0	0	2.225642	4.987061
HaLaN_29120	1098.774292	1100.643311	51.582207	44.576241
HaLaN_29121	990.526978	1094.368286	22.073202	13.508829
HaLaN_29124	464.684326	449.933258	3.148371	0
HaLaN_29126	621.259705	603.768982	616.648926	526.419128
HaLaN_29127	0	0	13.883236	22.512791
HaLaN_29133	0	0	0	19.056297
HaLaN_29144	0	0	8.814949	9.4427
HaLaN_29145	0	0	52.12809	25.810369
HaLaN_29147	0	0	0	2.54569
HaLaN_29148	0	0	0	2.778147
HaLaN_29154	0	0	53.578716	76.793549
HaLaN_29165	0	0	11.421536	6.825268
HaLaN_29172	0	0	0	1.898865
HaLaN_29173	0	0	0	21.312128
HaLaN_29177	88.782555	97.539124	63.853535	41.607658
HaLaN_29178	0	0	2.868312	4.493399
HaLaN_29179	0	0	10.44296	10.100002
HaLaN_29182	0	0	6646.073242	5013.968262
HaLaN_29189	0	0	1.81322	4.176325
HaLaN_29191	0	0	0	5.874349
HaLaN_29199	182.320572	0	60.549458	43.836693
HaLaN_29214	70.950722	0	16.889585	10.71708
HaLaN_29217	0	0	7.020004	0
HaLaN_29218	0	0	4.888837	0
HaLaN_29226	222.02327	244.575607	359.367401	277.87738
HaLaN_29229	0	0	107.291069	0
HaLaN_29237	0	0	4.22268	0
HaLaN_29238	0	0	6.365792	0
HaLaN_29239	40.012299	21.682238	15.751744	15.419003
HaLaN_29242	131.500702	145.670456	51.095356	55.005478
HaLaN_29243	0	0	8.80628	0
HaLaN_29245	0	0	0	4.988428
HaLaN_29246	0	114.352509	0	0
HaLaN_29247	0	0	0	4.452077
HaLaN_29250	0	0	28.045338	21.365074
HaLaN_29251	50.496494	0	0	13.193416
HaLaN_29253	11.15814	1.475893	0.919291	11.363318
HaLaN_29254	0	0	13.568428	17.743122
HaLaN_29266	0	0	89.723671	133.87468
HaLaN_29268	0	99.296494	55.324711	34.33654
HaLaN_29269	0	0	4.22324	8.426705
HaLaN_29272	0	0	21.048515	30.363831
HaLaN_29273	0	0	0.128555	0
HaLaN_29277	0	0	32.934143	40.572323
HaLaN_29281	410.203339	333.416595	416.160339	334.665497
HaLaN_29282	0	0	0	1.648418
HaLaN_29286	0	0	2.581708	0
HaLaN_29287	0	307.17511	374.220551	391.120331
HaLaN_29288	0	92.465614	89.30143	106.419884
HaLaN_29290	0	0	14.953254	0
HaLaN_29294	0	0	112.504616	83.728012
HaLaN_29295	0	0	194.596954	218.172058
HaLaN_29296	0	0	33.850079	48.722008
HaLaN_29299	0	0	5.144277	5.522047
HaLaN_29301	0	0	35.159836	21.806122
HaLaN_29304	0	0	0.686518	0
HaLaN_29308	0	0	13.621559	22.260651
HaLaN_29309	0	0	0	1.089572
HaLaN_29313	0	12.847016	12.402077	12.751938
HaLaN_29316	0	0	21.246742	13.288511
HaLaN_29317	0	0	1.751045	0
HaLaN_29318	0	0	0	7.524052
HaLaN_29319	82.114197	49.032291	65.646233	51.43911
HaLaN_29321	0	0	0	5.096025
HaLaN_29322	97.816032	0	149.591446	86.309845
HaLaN_29323	207.598541	198.151642	489.210571	661.60498
HaLaN_29327	0	0	20.549906	11.246436
HaLaN_29328	0	0	2.861418	0
HaLaN_29330	0	0	0	3.804298
HaLaN_29333	466.77301	397.188843	95.059105	80.563484
HaLaN_29337	68.476753	0	94.40004	71.770836
HaLaN_29338	0	1.086776	124.01416	107.80146
HaLaN_29339	0	0	0	10.881576
HaLaN_29345	0	0	105.473022	80.195518
HaLaN_29346	0	0	7.058845	12.874928
HaLaN_29347	0	0	9.542728	0
HaLaN_29349	0	0	8.9173	17.69021
HaLaN_29350	0	0	2.730259	0
HaLaN_29351	0	0	23.495987	10.852147
HaLaN_29353	0	0	0	32.727085
HaLaN_29358	0	1.40863	8.565709	9.549371
HaLaN_29362	0	0	14.450003	16.788891
HaLaN_29364	0	0	2.864397	0
HaLaN_29365	0	0	68.870636	76.562973
HaLaN_29366	124.435524	275.404419	183.928162	159.625198
HaLaN_29368	0	0	29.658068	36.781368
HaLaN_29371	0	0	0	0.648901
HaLaN_29377	0	0	65.591721	62.391575
HaLaN_29380	0	0	68.508392	80.671219
HaLaN_29381	0	0	27.8729	0
HaLaN_29382	0	0	3.673703	0
HaLaN_29385	34.574177	0	10.247731	7.915354
HaLaN_29386	0	0	0	45.823498
HaLaN_29393	60.365639	0	7.032062	4.769266
HaLaN_29395	0	0	4.06517	11.595054
HaLaN_29401	101.142403	111.764252	301.595612	336.034302
HaLaN_29407	0	0	1.632785	0
HaLaN_29409	0	0	43.070576	24.996586
HaLaN_29412	78.202835	106.972939	65.232864	65.27713
HaLaN_29414	0	0	1.883859	0
HaLaN_29415	0	0	52.888817	43.130657
HaLaN_29416	0	0	0	4.718281
HaLaN_29420	0	0	18.595512	15.851012
HaLaN_29426	0	0	14.662539	15.609782
HaLaN_29427	0	0	21.346712	18.678288
HaLaN_29428	166.855713	104.332581	113.990517	120.872025
HaLaN_29432	0	89.253021	0	0
HaLaN_29435	154.295547	196.99855	0	0
HaLaN_29441	0	0	9.663055	7.135527
HaLaN_29442	0	0	15.587692	0
HaLaN_29443	0	0	21.822598	0
HaLaN_29444	0	0	10.24716	4.517353
HaLaN_29445	0	0	11.431494	4.052652
HaLaN_29446	141.957733	80.430069	77.208672	69.522423
HaLaN_29449	0	0	16.051571	0
HaLaN_29453	0	0	2.043644	0
HaLaN_29454	59.966518	105.323189	36.96542	35.441639
HaLaN_29456	0	0	27.488016	32.930733
HaLaN_29458	0	0	5.451293	0
HaLaN_29465	0	0	6.364926	0
HaLaN_29467	0	0	149.872604	108.49334
HaLaN_29470	0	0	12.172377	13.796206
HaLaN_29472	0	0	68.472351	45.651939
HaLaN_29476	0	5.272727	4.054568	3.838378
HaLaN_29479	0	0	18.374424	18.963808
HaLaN_29482	0	0	52.212112	37.824272
HaLaN_29484	0	0	0	1.58039
HaLaN_29485	0	0	0	2.854287
HaLaN_29487	0	0	43.125484	33.893272
HaLaN_29494	0	0	20.433727	0
HaLaN_29495	0	0	23.714502	32.744278
HaLaN_29498	82.399757	0	47.885162	21.37557
HaLaN_29499	0	0	33.600193	45.395325
HaLaN_29500	0	0	13.040183	14.197155
HaLaN_29502	0	0	5.827334	0
HaLaN_29503	0	0	4.472537	0
HaLaN_29510	0	0	15.354972	7.400391
HaLaN_29513	519.25415	365.147705	1777.643188	2620.079102
HaLaN_29514	154.349686	316.021118	481.839966	381.781403
HaLaN_29519	0	0	12.486201	29.12133
HaLaN_29520	0	0	0	3.199955
HaLaN_29521	0	0	7.261394	5.473408
HaLaN_29525	0	0	2.080425	0
HaLaN_29526	0	0	22.748159	15.464615
HaLaN_29527	0	0	14.557124	13.782602
HaLaN_29528	0	0	9.049473	13.996889
HaLaN_29535	0	0	57.164494	0
HaLaN_29539	0	0	1.428844	0.697876
HaLaN_29540	0	0	8.80328	6.862746
HaLaN_29542	393.470245	658.405884	369.285156	543.384644
HaLaN_29544	239.896347	230.032303	49.871933	109.977821
HaLaN_29545	31.361858	0	6.114786	6.785812
HaLaN_29546	0	0	0	30.489655
HaLaN_29551	0	73.926582	165.278091	151.574387
HaLaN_29554	0	0	17.677404	0
HaLaN_29559	0	0	0	1.15713
HaLaN_29560	0	124.447624	0	0
HaLaN_29561	0	0	63.238411	68.175545
HaLaN_29563	0	0	205.426117	208.720795
HaLaN_29564	0	0	7.535729	0
HaLaN_29566	0	0	39.965107	37.253616
HaLaN_29567	0	0	13.47576	15.725039
HaLaN_29568	430.116577	287.017334	145.821121	119.560051
HaLaN_29577	290.972656	182.15274	135.565582	145.856445
HaLaN_29580	0	0	0	4.915426
HaLaN_29581	29.799761	0	46.701443	37.984756
HaLaN_29582	0	0	0	3.80393
HaLaN_29584	0	0	0	2.842303
HaLaN_29585	0	0	10.926764	2.324423
HaLaN_29590	0	0	31.167919	25.495256
HaLaN_29591	0	0	23.498581	22.847618
HaLaN_29596	266.416534	259.116943	150.46347	138.426422
HaLaN_29597	0	0	4.995492	0
HaLaN_29600	0	0	4.211551	0
HaLaN_29601	0	0	9.034085	0
HaLaN_29606	0	0	1.154563	9.336492
HaLaN_29607	0	0	7.229497	3.531878
HaLaN_29611	0	0	18.788635	15.598803
HaLaN_29612	0	0	30.393967	31.783682
HaLaN_29613	0	0	18.533995	28.716133
HaLaN_29615	88.794403	0	60.810833	73.632149
HaLaN_29620	0	77.978691	83.752319	68.644485
HaLaN_29624	0	0	27.487783	0
HaLaN_29634	0	0	45.378529	61.554546
HaLaN_29636	82.718071	182.667419	6.546228	0
HaLaN_29638	77.36055	126.43779	90.146126	182.401611
HaLaN_29639	462.655945	524.478088	14.157306	0
HaLaN_29645	43.227135	59.869701	44.272106	55.53952
HaLaN_29651	0	0	8.204658	4.956689
HaLaN_29656	0	0	8.080875	14.298439
HaLaN_29659	5.768088	0	3.241071	4.079752
HaLaN_29663	76.019905	0	37.071133	34.571621
HaLaN_29667	0	0	0	14.618528
HaLaN_29670	3036.385498	3227.628662	2127.473633	1968.42041
HaLaN_29671	0	0	3.949006	4.424328
HaLaN_29673	0	57.040024	0	0
HaLaN_29676	0	0	35.340019	33.867954
HaLaN_29680	0	22.608812	0	0
HaLaN_29681	91.680161	127.763489	151.720734	133.663483
HaLaN_29683	0	0	6.226018	9.652545
HaLaN_29684	0	0	0	2.195531
HaLaN_29687	0	0	1.707256	1.477005
HaLaN_29689	0	31.662687	10.863975	17.294626
HaLaN_29690	0	0	2.765656	16.460115
HaLaN_29691	0	0	125.929276	117.499535
HaLaN_29693	0	47.909863	7.395498	15.634464
HaLaN_29697	0	0	5.253881	2.041577
HaLaN_29701	61.460819	36.566711	72.223106	65.529251
HaLaN_29704	0	0	126.646545	68.880867
HaLaN_29705	0	0	12.138112	0
HaLaN_29717	0	0	0.423377	0
HaLaN_29718	37.648075	23.653097	34.471859	28.806772
HaLaN_29720	0	0	2.598722	0
HaLaN_29731	49.41972	0	158.873444	0
HaLaN_29732	0	0	4.762206	0
HaLaN_29737	0	0	55.614048	31.539307
HaLaN_29738	0	30.539654	43.157036	25.205231
HaLaN_29739	0	0	49.890034	51.766129
HaLaN_29743	0	0	7.369484	17.520334
HaLaN_29744	0	0	31.294733	65.791634
HaLaN_29745	0	0	13.127382	7.891102
HaLaN_29746	56.811378	43.919949	107.936943	115.857651
HaLaN_29748	0	0	10.905974	0
HaLaN_29749	0	0	8.949821	14.708428
HaLaN_29758	0	0	16.921963	22.83256
HaLaN_29761	0	0	20.4538	41.669529
HaLaN_29762	100.445518	0	35.16954	47.994659
HaLaN_29763	146.508652	178.21669	30.138573	49.893036
HaLaN_29765	0	0	25.759218	24.429495
HaLaN_29767	2991.597656	2979.623291	2829.775879	2957.713379
HaLaN_29768	285.606598	558.994568	383.005066	433.492828
HaLaN_29773	0	0	0	8.903309
HaLaN_29775	0	0	0	4.720209
HaLaN_29776	0	0	44.400497	56.142937
HaLaN_29779	53.363136	0	64.2686	37.275219
HaLaN_29780	0	0	5.750859	7.18866
HaLaN_29782	0	0	20.883205	8.951527
HaLaN_29787	0	45.634106	0	0
HaLaN_29788	89.386818	214.772903	182.364487	182.213364
HaLaN_29790	448.597626	418.453186	497.534454	403.193878
HaLaN_29792	0	0	2.570683	2.426116
HaLaN_29796	0	0	269.83313	232.61911
HaLaN_29798	0	0	133.827026	113.661552
HaLaN_29799	0	0	1.183832	8.824344
HaLaN_29802	0	0	9.448673	10398
HaLaN_29805	0	0	17.226326	9.403023
HaLaN_29806	0	0	17.285715	0
HaLaN_29814	0	0	5.111096	0
HaLaN_29815	0	0	11.058146	19.348242
HaLaN_29820	171.718719	82.743866	255.88327	216.372528
HaLaN_29823	68.556213	47.224083	78.258118	68.84053
HaLaN_29835	0	33.073742	54.286911	44.007504
HaLaN_29839	0	243.752838	204.89769	311.527435
HaLaN_29841	0	0	54.527817	33.222271
HaLaN_29842	0	0	37.466324	35.71365
HaLaN_29844	28.010788	108.33136	57.610279	64.999535
HaLaN_29845	48.879272	55.283096	102.250412	86.674118
HaLaN_29850	0	48.032288	15.893122	0
HaLaN_29853	0	0	91.645332	0
HaLaN_29856	0	0	15.160229	12.754963
HaLaN_29858	28.480091	0	7.622948	10.078248
HaLaN_29859	0	0	2.30672	0
HaLaN_29860	1638.830566	1533.500122	129.828461	123.298477
HaLaN_29861	0	0	10.770748	0
HaLaN_29863	0	0	0	2.074775
HaLaN_29864	0	0	2.589308	0
HaLaN_29866	0	0	4.417842	0
HaLaN_29870	0	0	3.674896	11.583927
HaLaN_29873	0	140.02034	162.824829	179.492508
HaLaN_29874	0	0	6.24854	16.631214
HaLaN_29876	253.806442	234.715179	109.898941	110.449821
HaLaN_29878	103.756279	0	32.144897	43.563431
HaLaN_29879	0	0	48.435886	52.969086
HaLaN_29881	0	0	0	7.167408
HaLaN_29883	0	0	0	8.81231
HaLaN_29885	0	0	24.760256	24.115948
HaLaN_29889	0	0	4.409335	6.768665
HaLaN_29893	0	0	15.076771	0
HaLaN_29898	0	108.173164	0	0
HaLaN_29900	0	0	17.285461	13.922603
HaLaN_29905	0	0	0.540136	2.206426
HaLaN_29910	56.275429	0	27.57457	17.824741
HaLaN_29912	0	0	17.409832	26.372272
HaLaN_29914	24.534777	79.290466	4.831271	3.561043
HaLaN_29915	12.924433	0	15.286712	24.197815
HaLaN_29918	0	0	15.371165	19.945467
HaLaN_29919	0	0	4.625977	0
HaLaN_29922	0	0	7.837612	10.613178
HaLaN_29923	0	0	3.545565	13.396742
HaLaN_29924	0	0	0.717688	0.536049
HaLaN_29925	0	0	7.987354	0
HaLaN_29926	0	0	118.538857	0
HaLaN_29928	0	6.002247	1.508343	1.793078
HaLaN_29930	134.408081	0	69.810753	75.638855
HaLaN_29931	833.704346	736.740295	785.002563	1020.222961
HaLaN_29933	0	0	32.116734	54.329025
HaLaN_29937	0	0	238.77977	195.485886
HaLaN_29938	0	0	1.8057	5.053796
HaLaN_29940	0	0	4.750399	16.957756
HaLaN_29941	0	0	17.948059	14.146598
HaLaN_29944	0	0	87.776756	70.432045
HaLaN_29949	0	0	12.639362	12.091255
HaLaN_29952	0	0	51.482937	56.946812
HaLaN_29953	0	0	0	5.937772
HaLaN_29955	0	30.656973	27.410624	72.784355
HaLaN_29956	0	0	38.867268	66.554932
HaLaN_29957	0	0	0.315745	0
HaLaN_29958	0	0	81.129662	69.691994
HaLaN_29964	0	80.654373	62.783237	56.285622
HaLaN_29965	0	0	34.601986	44.190174
HaLaN_29970	0	0	19.544188	23.193583
HaLaN_29974	0	0	30.43536	24.310249
HaLaN_29975	0	0	40.356007	68.599182
HaLaN_29976	0	0	0	3.284256
HaLaN_29977	0	0	36.121655	41.773792
HaLaN_29978	0	0	20.815619	14.757692
HaLaN_29981	0	92.779915	144.231888	142.729019
HaLaN_29984	512.738403	474.958496	406.214417	401.346039
HaLaN_29988	0	0	11.234235	23.255556
HaLaN_29990	0	0	0	4698.507812
HaLaN_29994	0	0	35.575951	0
HaLaN_29999	22.564535	14.490038	31.342012	28.684036
HaLaN_30005	0	0	17.244745	0
HaLaN_30007	0	0	0	17.179661
HaLaN_30009	3383.630127	3060.185059	2963.699951	2601.373291
HaLaN_30010	6182.253906	6961.567383	5183.146973	6241.164551
HaLaN_30012	0	0	0	8.309541
HaLaN_30013	0	0	0	2.129474
HaLaN_30015	0	0	4.998637	0
HaLaN_30016	35.855015	66.89016	201.924652	165.703384
HaLaN_30024	0	0	78.878479	61.004009
HaLaN_30025	20.370993	0	44.352898	51.573936
HaLaN_30035	0	0	7.722498	11.670679
HaLaN_30037	0	0	24.953505	0
HaLaN_30041	0	55.819515	58.694511	35.707039
HaLaN_30042	244.275269	201.878967	104.836922	100.331856
HaLaN_30044	0	0	118.101555	157.727249
HaLaN_30045	0	0	21.091043	17.2801
HaLaN_30046	67.038498	0	6.325336	6.659777
HaLaN_30050	0	0	11.485363	8.804111
HaLaN_30052	0	0	6.665732	0
HaLaN_30053	0	0	0	11.304154
HaLaN_30054	0	0	7.560383	0
HaLaN_30055	0	0	42.105362	58.171852
HaLaN_30058	0	0	0	4.987312
HaLaN_30059	0	0	54.599056	32.0061
HaLaN_30060	892.815674	823.506042	2253.507324	2356.552002
HaLaN_30063	0	73.538139	21.89633	15.631688
HaLaN_30064	0	0	8.126863	15.742241
HaLaN_30066	0	119.848846	65.194672	57.574894
HaLaN_30067	0	0	6.187716	0
HaLaN_30074	35.042385	0	18.958605	11.710561
HaLaN_30082	0	0	29.470068	37.778767
HaLaN_30084	177.385452	173.202911	88.098579	132.580704
HaLaN_30085	0	0	3.726614	0
HaLaN_30086	0	180.917831	47.516396	57.554962
HaLaN_30090	0	0	1.944884	3.745929
HaLaN_30091	0	0	18.280909	16.744816
HaLaN_30094	0	0	4.158261	5.269772
HaLaN_30095	0	0	0	6.26789
HaLaN_30097	262.602814	370.854187	96.890266	104.433533
HaLaN_30101	0	0	18.670439	0
HaLaN_30106	39.923531	0	4.710709	5.447536
HaLaN_30116	0	0	2.164834	0
HaLaN_30119	59.514126	99.041046	104.688103	65.793953
HaLaN_30122	0	0	10.551281	0
HaLaN_30123	0	0	3.519743	0
HaLaN_30125	318.204102	317.398102	124.912659	119.319237
HaLaN_30128	429.399597	385.433258	570.09137	484.040497
HaLaN_30130	0	97.897148	45.363636	61.330177
HaLaN_30131	0	0	54.549324	101.482925
HaLaN_30134	0	0	24.908279	0
HaLaN_30137	0	0	4.612812	0
HaLaN_30138	0	0	11.384027	0
HaLaN_30145	2109.861084	2420.716797	98.06015	82.059837
HaLaN_30146	517.759399	1164.824463	33.830593	19.58326
HaLaN_30147	0	0	39.502758	20.157049
HaLaN_30150	0	0	10.770011	6.660624
HaLaN_30151	0	0	1.834094	0
HaLaN_30165	0	46.54208	6.015992	4.138855
HaLaN_30170	0	0	2.924189	18.042622
HaLaN_30171	0	30.763016	0	10.086999
HaLaN_30172	74.458794	0	31.932322	50.55217
HaLaN_30174	0	0	2.602744	7.150909
HaLaN_30175	0	0	0	4.775208
HaLaN_30176	0	113.477898	24.850756	1.135578
HaLaN_30181	0	0	0	4.891093
HaLaN_30186	0	31.620718	5.486078	0
HaLaN_30195	0	81.765709	12.449346	0
HaLaN_30198	0	0	8.29981	0
HaLaN_30200	0	0	0	3.059106
HaLaN_30203	0	0	0	6.834624
HaLaN_30204	0	0	4.461809	12.375473
HaLaN_30205	0	0	0	11.754576
HaLaN_30207	0	0	30.147652	29.839691
HaLaN_30209	0	0	110.65535	110.62458
HaLaN_30213	0	96.301437	42.6922	21.430817
HaLaN_30214	0	0	0	2.914525
HaLaN_30217	0	0	18.69249	20.861298
HaLaN_30218	0	0	11.050893	28.360229
HaLaN_30223	0	0	11.60078	0
HaLaN_30230	0	0	3.608781	0
HaLaN_30235	0	0	1.013578	0
HaLaN_30248	139.837784	134.868195	58.641235	43.915237
HaLaN_30250	195.892166	245.238922	148.824646	105.591782
HaLaN_30251	0	37.87484	11.652261	34.84837
HaLaN_30252	17.612522	0	0	0
HaLaN_30255	0	0	33.684879	63.920959
HaLaN_30258	0	0	13.729187	0
HaLaN_30264	0	28.268536	25.724697	25.205246
HaLaN_30265	0	0	3.107185	10.155387
HaLaN_30266	143.106949	86.631981	59.755329	46.17392
HaLaN_30275	343.942657	544.728271	351.989655	443.889191
HaLaN_30276	1742.244751	2391.925537	2015.3125	2130.623535
HaLaN_30280	0	0	11.423675	12.048578
HaLaN_30285	376.825073	0	0	0
HaLaN_30290	0	0	9.942019	16.682384
HaLaN_30295	0	0	0	24.515688
HaLaN_30296	0	0	0	6.274014
HaLaN_30299	0	0	1.509117	8.31615
HaLaN_30301	0	60.578751	37.436932	43.962364
HaLaN_30303	102.328842	150.701492	0	2.861319
HaLaN_30304	0	33.432671	23.616089	24.153114
HaLaN_30309	0	0	0	4.552022
HaLaN_30317	42.488617	0	21.978205	24.705639
HaLaN_30319	211.401001	74.06942	120.231331	157.614441
HaLaN_30322	0	0	2.225642	0
HaLaN_30325	0	0	5.820831	9.02784
HaLaN_30330	0	0	12.890536	12.811744
HaLaN_30332	0	0	2.184657	0
HaLaN_30337	49.298222	78.400436	103.118294	76.158844
HaLaN_30342	0	0	0	24.05121
HaLaN_30344	0	0	7.876848	4.31032
HaLaN_30345	0	277.196808	140.837341	194.389328
HaLaN_30346	0	0	21.903811	28.74338
HaLaN_30347	0	0	5.874055	5.664732
HaLaN_30350	0	0	0	0.989598
HaLaN_30351	0	0	4.023618	6.351457
HaLaN_30354	0	0	25.944185	29.219639
HaLaN_30356	80.47406	0	0	4.034986
HaLaN_30360	0	0	13.082098	25.528299
HaLaN_30366	441.132599	394.351654	7.65069	0
HaLaN_30367	26.875265	170.730637	173.210541	161.386475
HaLaN_30369	60.355549	62.471722	58.367599	63.430092
HaLaN_30373	0	0	25.331402	0
HaLaN_30377	0	0	0	0.477961
HaLaN_30382	504.18161	472.723633	542.963623	490.749268
HaLaN_30391	0	0	16.645229	19.311989
HaLaN_30393	246.797989	0	47.676022	49.58604
HaLaN_30395	24.587305	60.938919	80.376961	92.959229
HaLaN_30399	0	0	2.769247	0
HaLaN_30400	0	0	7.448337	5.167243
HaLaN_30403	32.711391	0	37.89669	20.844505
HaLaN_30404	34.578697	0	0.407241	0
HaLaN_30406	0	0	46.96244	68.650414
HaLaN_30410	0	0	0	3.698738
HaLaN_30418	0	0	25.337742	33.036709
HaLaN_30422	38.096031	23.104206	23.080858	20.36912
HaLaN_30426	0	0	28.415493	53.216232
HaLaN_30428	0	0	4.966472	18.081881
HaLaN_30431	72.094803	49.299313	2.936381	8.091329
